#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::P021","despite","","","preposition","+ noun/gerund","/dɪˈspaɪt/","","Without being affected by; in spite of.","Despite the fact that I don't know English very well, this episode wasn't too difficult for me.[cite: 1]","He's managed to make a success of his business, despite the economic crisis.[cite: 1]","Despite leaving home a bit earlier this morning, I still managed to get to work late.[cite: 1]","B2"
"AllEnglish::LEP::P021","in spite of","","","prepositional phrase","+ noun/gerund","/ɪn spaɪt əv/","","Without being affected by the particular factor mentioned.","We had a great time, in spite of the bad weather.[cite: 1]","I passed the exam, in spite of doing almost no preparation at all.[cite: 1]","In spite of Liverpool's poor performance on Saturday, they still look set to claim the Premiership title in May.[cite: 1]","B2"
"AllEnglish::LEP::P021","although","","","conjunction","+ clause","/ɔːlˈðəʊ/","","In spite of the fact that; even though.","Although I'm a native speaker of English, I still listen to Luke's English Podcast.[cite: 1]","Although he has absolutely no experience or expertise in politics, we have decided to offer Luke the job.[cite: 1]","Your podcast is lovely, although you do go on a bit sometimes.[cite: 1]","B1"
"AllEnglish::LEP::P021","even though","","","conjunction","+ clause","/ˈiːvən ðəʊ/","","Despite the fact that (a stronger form of although).","Even though I don't know English well, it wasn't difficult for me.[cite: 3]","It wasn't difficult for me, even though I don't know English well.[cite: 3]","Even though it rained, we enjoyed the trip.","B2"
"AllEnglish::LEP::P021","however","","","adverb",""," /haʊˈɛvə/","","Used to introduce a statement that contrasts with or seems to contradict something that has been said previously.","I'm trying to keep things simple here so let's focus on just although and despite. However, there are other expressions too.[cite: 3]","He was feeling ill; however, he still went to work.","It is a cheap option. However, it might not be the best quality.","B1"
"AllEnglish::LEP::P021","while","","","conjunction","+ clause","/waɪl/","","Whereas (indicating a contrast).","While I understand your point, I disagree.","Some people love winter, while others prefer summer.","While he is a great player, he lacks consistency.","B1"
"AllEnglish::LEP::P021","whereas","","","conjunction","+ clause","/weərˈæz/","","In contrast or comparison with the fact that.","He loves cold weather, whereas I prefer the heat.","Whereas some birds build nests in trees, others lay eggs on the ground.","She is very careful, whereas her brother takes many risks.","B2"
"AllEnglish::LEP::P021","unlike","","","preposition","+ noun","/ʌnˈlaɪk/","","Different from; not similar to.","Unlike his brother, he is very shy.","Unlike most people, she enjoys waking up at 4 AM.","This problem, unlike the others, requires a special approach.","B2"
"AllEnglish::LEP::P021","clause","","","noun","","/klɔːz/","","A group of words containing a subject and a verb.","A clause is basically a subject and a verb, the basic building blocks of a sentence.[cite: 3]","I don't know English very well is a longer clause.[cite: 3]","We don't say despite and then a clause.[cite: 3]","B2"
"AllEnglish::LEP::P021","gerund","","","noun","","/ˈdʒɛrənd/","","A verb form which functions as a noun, ending in -ing.","A gerund is the -ing form of a verb, basically.[cite: 3]","Despite + gerund (-ing form of a verb).[cite: 3]","Despite is followed by a noun or a gerund.[cite: 3]","B2"
"AllEnglish::LEP::P021","noun phrase","","","noun","","/naʊn freɪz/","","A word or group of words containing a noun and functioning in a sentence as subject, object, or prepositional object.","Adding a noun means we need to change some things, using a noun phrase here.[cite: 3]","You might need to convert a clause into a noun phrase.[cite: 2]","A noun phrase can replace a single noun in a sentence.","B2"
"AllEnglish::LEP::P021","subordinate clause","","","noun","","/səˈbɔːdɪnət klɔːz/","","A clause that forms part of and is dependent on a main clause.","These linking expressions go before the subordinate clause in the sentence.[cite: 3]","I said 'subordinate clause' and now your head might be exploding.[cite: 3]","A subordinate clause cannot stand alone as a sentence.","C1"
"AllEnglish::LEP::P021","subject","","","noun","","/ˈsʌbdʒɪkt/","","The noun or pronoun that performs the verb in a sentence.","As long as those verbs have subjects, the result will most likely be the number of clauses.[cite: 3]","A clause is basically a subject and a verb.[cite: 3]","Every complete sentence needs a subject.","A2"
"AllEnglish::LEP::P021","verb","","","noun","","/vɜːb/","","A word used to describe an action, state, or occurrence.","Count the number of verbs or verb phrases in each sentence.[cite: 3]","It's the past of think, of course.[cite: 3]","A clause must contain a verb.[cite: 3]","A2"
"AllEnglish::LEP::P021","relative clause","","","noun","","/ˈrɛlətɪv klɔːz/","","A clause introduced by a relative pronoun (like who, which, that).","There are various types of clause, like relative clauses.[cite: 3]","A relative clause adds extra information about a noun.","'Which is constantly being talked about' is a relative clause.[cite: 1]","B2"
"AllEnglish::LEP::P021","dependent clause","","","noun","","/dɪˈpɛndənt klɔːz/","","A clause that relies on another part of the sentence to make sense.","There are various types of clause, like relative clauses, dependent clauses.[cite: 3]","A dependent clause often starts with a linking expression.","It cannot act as a complete sentence alone.","B2"
"AllEnglish::LEP::P021","focus on","","","phrasal verb","","/ˈfəʊkəs ɒn/","","To pay particular attention to something.","I've decided not to focus on a particular feature of pronunciation.[cite: 1]","This is an error correction episode focusing on linking expressions of contrast.[cite: 2]","Let's focus on just although and despite.[cite: 3]","B1"
