#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:10

"AllEnglish::LEP::P081","in a phase of doing something","phrase","","ɪn ə feɪz əv ˈduːɪŋ ˈsʌmθɪŋ","To be in a temporary stage or period in which someone repeatedly behaves in a certain way.","My son is two years old at the moment and he's in that phase of asking why about absolutely everything.","I'm in a phase of listening to jazz every evening while I cook dinner.","She is in a phase of only wearing black clothes.","B2"
"AllEnglish::LEP::P081","tangible result","noun phrase","countable","ˈtænʤəbəl rɪˈzʌlt","A clear, real, measurable result that can easily be seen or recognised.","There's a really kind of tangible result there, where maybe all they needed was a bit more confidence.","After six months of training, she finally saw tangible results in her fitness.","Passing the exam was a tangible result of all her hard work.","C1"
"AllEnglish::LEP::P081","sing along","phrasal verb","intransitive","sɪŋ əˈlɒŋ","To sing with a song while it is playing.","You can make sure you're listening to English artists and learn the lyrics and sing along.","Everyone in the car started singing along when their favourite song came on.","I love to sing along when I'm listening to my favourite songs.","B1"
"AllEnglish::LEP::P081","at the expense of","phrase","","ət ði ɪksˈpɛns ɒv","With a negative effect on something else; sacrificing one thing in order to achieve another.","They'll use a fancy word in the sentence, but almost at the expense of getting the grammar right.","He focused so much on work that it came at the expense of his health.","He focused on using fancy vocabulary at the expense of clarity.","C1"
"AllEnglish::LEP::P081","intrinsic motivation","noun phrase","uncountable","ɪnˈtrɪnsɪk ˌməʊtɪˈveɪʃən","Motivation that comes from inside yourself because you genuinely enjoy or value something.","It's more of an external motivation rather than intrinsic.","Children often learn faster when they have intrinsic motivation.","She studies English because she enjoys it; that's intrinsic motivation.","C1"
"AllEnglish::LEP::P081","extrinsic motivation","noun phrase","uncountable","ɛksˈtrɪnsɪk ˌməʊtɪˈveɪʃən","Motivation that comes from external rewards, pressure, or circumstances.","That's a big motivation itself — more of an external, extrinsic motivation.","Many employees are motivated by extrinsic factors such as salary.","He only revised for the test because of the deadline, that's extrinsic motivation.","C1"
"AllEnglish::LEP::P081","thrown into a situation","phrase","passive","θrəʊn ˈɪntʊ ə ˌsɪʧʊˈeɪʃən","To suddenly find yourself in a difficult or unexpected situation that you did not choose.","Sometimes people are thrown into situations where they have to learn a language.","When the manager quit suddenly, she was thrown into a leadership role.","I was thrown into a situation where I had to speak English every day.","B2"
"AllEnglish::LEP::P081","gig","noun","countable","gɪg","A live performance by a musician, comedian, or performer.","My latest gig was on Friday.","The band played a small gig at a local pub.","I've got a gig tonight at a comedy club.","B2"
"AllEnglish::LEP::P081","underprepared","adjective","","ˌʌndəprɪˈpeəd","Not fully ready or properly prepared for something.","I felt a little bit underprepared on the day.","He realised he was seriously underprepared for the interview.","I felt a bit underprepared before the presentation.","B2"
"AllEnglish::LEP::P081","pickpocket","noun","countable","ˈpɪkˌpɒkɪt","Someone who steals money or valuables from people's pockets or bags in public places.","Paris is not always safe; there are quite a lot of pickpockets.","Tourists are often warned to watch out for pickpockets on crowded trains.","You need to be careful of pickpockets in busy tourist areas.","B2"
