#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
AllEnglish::LEP::P046,"well-behaved",,,"Adjective",,"/ˌwel bɪˈheɪvd/",,"Behaving in a way that is considered correct and polite by society.[cite: 11]","I was always quite a well-behaved child at school.[cite: 11]","The students were exceptionally well-behaved during the museum trip.","It is a pleasure to teach such well-behaved children.","B1"
AllEnglish::LEP::P046,"get into trouble",,,"Phrase",,"/ɡet ˈɪn.tuː ˈtrʌb.əl/",,"To find oneself in a difficult situation or face punishment for doing something wrong.[cite: 11]","I didn't get into a lot of trouble.[cite: 11]","If you don't do your homework, you will get into trouble with the teacher.","He got into financial trouble after losing his job.","B1"
AllEnglish::LEP::P046,"keep one's head down",,,"Idiom",,"/kiːp wʌnz hed daʊn/",,"To avoid trouble or attention; to continue working quietly.[cite: 11]","Generally I kept my head down, and got just above-average exam results.[cite: 11]","My advice is to keep your head down and avoid office politics.","She kept her head down and focused entirely on passing her exams.","C1"
AllEnglish::LEP::P046,"above-average",,,"Adjective",,"/əˌbʌvˈæv.ər.ɪdʒ/",,"Better or higher than the typical amount, standard, or level.[cite: 11]","Generally I kept my head down, and got just above-average exam results.[cite: 11]","His intelligence is clearly above-average for his age group.","We experienced above-average temperatures this summer.","B2"
AllEnglish::LEP::P046,"cheeky",,,"Adjective",,"/ˈtʃiː.ki/",,"Slightly rude or showing no respect, but often in a funny way.[cite: 11]","I was a bit cheeky sometimes but I was quite liked by most of the teachers.[cite: 11]","He gave me a cheeky smile before running away.","That was a very cheeky comment to make to your boss!","B2"
AllEnglish::LEP::P046,"naughty",,,"Adjective",,"/ˈnɔː.ti/",,"Behaving badly or not doing what you are told; typically used for children.[cite: 11]","But there was one time that I did something so naughty.[cite: 11]","You've been a very naughty boy today!","She was sent to her room for being naughty at the dinner table.","B1"
AllEnglish::LEP::P046,"expel",,,"Verb",,"/ɪkˈspel/",,"To officially force someone to leave a school or organization.[cite: 11]","It could have got me expelled from the school.[cite: 11]","He was expelled for repeatedly fighting with other students.","The government decided to expel the foreign diplomats.","C1"
AllEnglish::LEP::P046,"sardonic",,,"Adjective",,"/sɑːˈdɒn.ɪk/",,"Showing that you consider yourself better than others and do not take them seriously; mocking.[cite: 11]","He had a sardonic sense of humour.[cite: 11]","She replied with a sardonic smile that made everyone uncomfortable.","His sardonic comments were not appreciated during the serious meeting.","C2"
AllEnglish::LEP::P046,"sense of humour",,,"Noun phrase",,"/sens əv ˈhjuː.mər/",,"The ability to understand funny things and to be funny yourself.[cite: 11]","He had a sardonic sense of humour.[cite: 11]","Having a good sense of humour is important in a relationship.","Her dry sense of humour often confuses people who don't know her well.","B1"
AllEnglish::LEP::P046,"condescending",,,"Adjective",,"/ˌkɒn.dɪˈsen.dɪŋ/",,"Treating someone as if you are more important or more intelligent than them.[cite: 11]","He could be quite condescending and grumpy but also funny.[cite: 11]","I hate it when my manager speaks to me in that condescending tone.","His condescending attitude made him very unpopular among his colleagues.","C1"
AllEnglish::LEP::P046,"grumpy",,,"Adjective",,"/ˈɡrʌm.pi/",,"Easily annoyed and complaining.[cite: 11]","He could be quite condescending and grumpy but also funny.[cite: 11]","I hadn't had enough sleep and was feeling extremely grumpy.","The grumpy old man yelled at the children playing in the street.","B2"
AllEnglish::LEP::P046,"pick on",,,"Phrasal verb",,"/pɪk ɒn/",,"To criticize, punish, or be unkind to the same person repeatedly.[cite: 11]","He made you laugh, but you didn't want him to pick on you.[cite: 11]","Older children often pick on the younger ones in the playground.","Why do you always pick on me when something goes wrong?","B2"
AllEnglish::LEP::P046,"strategy",,,"Noun",,"/ˈstræt.ə.dʒi/",,"A detailed plan for achieving success in situations such as war, politics, or business.[cite: 11]","We were learning about Hitler's military strategy.[cite: 11]","The company needs to rethink its marketing strategy to attract younger buyers.","Chess is a game that requires careful planning and strategy.","B2"
AllEnglish::LEP::P046,"demonstrate",,,"Verb",,"/ˈdem.ən.streɪt/",,"To show or make something clear; to show how something works.[cite: 11]","Mr Wharton wanted to demonstrate a strategic manouevre done by the German army.[cite: 11]","The scientist will demonstrate how the chemical reaction occurs.","Let me demonstrate the proper way to lift heavy boxes.","B2"
AllEnglish::LEP::P046,"strategic",,,"Adjective",,"/strəˈtiː.dʒɪk/",,"Helping to achieve a plan, for example in business or politics.[cite: 11]","Mr Wharton wanted to demonstrate a strategic manouevre done by the German army.[cite: 11]","The general made a highly strategic decision to retreat.","Our strategic goals for the next five years are very ambitious.","B2"
AllEnglish::LEP::P046,"manoeuvre",,,"Noun",,"/məˈnuː.vər/",,"A planned and directed military or naval movement; a clever or skillful action.[cite: 11]","Mr Wharton wanted to demonstrate a strategic manouevre done by the German army.[cite: 11]","Parallel parking can be a difficult manoeuvre for new drivers.","With a quick manoeuvre, she avoided hitting the dog on the road.","C1"
AllEnglish::LEP::P046,"suitable",,,"Adjective",,"/ˈsuː.tə.bəl/",,"Acceptable or right for someone or something.[cite: 11]","He looked around the room for a suitable assistant.[cite: 11]","This movie is not suitable for young children.","We need to find a suitable location for the new office.","B1"
AllEnglish::LEP::P046,"assistant",,,"Noun",,"/əˈsɪs.tənt/",,"Someone who helps someone else to do a job.[cite: 11]","He looked around the room for a suitable assistant.[cite: 11]","My assistant will schedule the meeting for us.","She works as a teaching assistant at the local primary school.","A2"
AllEnglish::LEP::P046,"allied forces",,,"Noun phrase",,"/ˈæl.aɪd ˈfɔː.sɪz/",,"The military forces of countries that have joined together for a common purpose, especially in WWI and WWII.[cite: 11]","He demonstrated this manoeuvre to take the allied forces by surprise.[cite: 11]","The allied forces launched a massive attack at dawn.","Memorials were built to honor the soldiers of the allied forces.","C1"
AllEnglish::LEP::P046,"take by surprise",,,"Idiom",,"/teɪk baɪ səˈpraɪz/",,"To happen unexpectedly; to attack or capture someone unexpectedly.[cite: 11]","He demonstrated this manoeuvre to take the allied forces by surprise.[cite: 11]","The sudden thunderstorm took us completely by surprise.","The news of his resignation took the entire company by surprise.","B2"
AllEnglish::LEP::P046,"instinctively",,,"Adverb",,"/ɪnˈstɪŋk.tɪv.li/",,"In a way that is not thought about, planned, or learned.[cite: 11]","I instinctively flinched to defend myself.[cite: 11]","When the glass fell, she instinctively reached out to catch it.","He instinctively knew that something was terribly wrong.","C1"
AllEnglish::LEP::P046,"flinch",,,"Verb",,"/flɪntʃ/",,"To make a sudden, small movement because of pain or fear.[cite: 11]","I instinctively flinched to defend myself.[cite: 11]","He didn't even flinch when the nurse gave him the injection.","She flinched at the loud sound of the door slamming.","C1"
AllEnglish::LEP::P046,"least expect",,,"Phrase",,"/liːst ɪkˈspekt/",,"To anticipate or predict something occurring the absolute minimum amount compared to other times.[cite: 11]","When I least expected it, he slapped me on the back of the head.[cite: 11]","Love often finds you when you least expect it.","The plot twist happened right when the audience least expected it.","B2"
AllEnglish::LEP::P046,"go red in the face",,,"Idiom",,"/ɡəʊ red ɪn ðə feɪs/",,"To blush because of embarrassment, anger, or exertion.[cite: 11]","They all laughed and I went red in the face.[cite: 11]","She went red in the face when she realized her mistake.","He was so angry he went red in the face and started shouting.","B2"
AllEnglish::LEP::P046,"humiliating",,,"Adjective",,"/hjuːˈmɪl.i.eɪ.tɪŋ/",,"Making you feel very embarrassed and ashamed.[cite: 11]","For me it was a bit humiliating.[cite: 11]","It was a humiliating defeat for the national football team.","Having to apologize in front of everyone was a humiliating experience.","C1"
AllEnglish::LEP::P046,"get the joke",,,"Phrase",,"/ɡet ðə dʒəʊk/",,"To understand why something is funny.[cite: 11]","In fact, I didn't really mind. I got the joke.[cite: 11]","Everyone laughed, but I completely failed to get the joke.","It took him a few seconds to get the joke, but then he chuckled.","B2"
AllEnglish::LEP::P046,"in the interests of",,,"Phrase",,"/ɪn ði ˈɪn.trəsts əv/",,"Done for the sake of improving or protecting a particular condition or situation.[cite: 11]","I felt like it was all in the interests of education.[cite: 11]","In the interests of safety, please keep your seatbelts fastened.","We decided to compromise in the interests of maintaining peace.","C1"
AllEnglish::LEP::P046,"essentially",,,"Adverb",,"/ɪˈsen.ʃəl.i/",,"Relating to the most important characteristics or ideas of something.[cite: 11]","I had essentially let Mr Wharton hit me on the back of the head.[cite: 11]","The two products are essentially the same, despite different packaging.","Essentially, we need to completely rewrite the proposal.","B2"
AllEnglish::LEP::P046,"corridor",,,"Noun",,"/ˈkɒr.ɪ.dɔːr/",,"A long passage in a building or train, especially with rooms on either side.[cite: 11]","I was walking through the corridors of school during class time.[cite: 11]","His office is at the very end of the long corridor.","Please do not run in the school corridors.","B1"
AllEnglish::LEP::P046,"pop out",,,"Phrasal verb",,"/pɒp aʊt/",,"To leave a place for a short time.[cite: 11]","Probably after having popped out of a lesson to go to the toilet.[cite: 11]","I'm just going to pop out to the shop to buy some milk.","She popped out for a quick coffee break.","B2"
AllEnglish::LEP::P046,"ahead of",,,"Preposition",,"/əˈhed əv/",,"In front of someone or something.[cite: 11]","When who did I see walking ahead of me further down the corridor.[cite: 11]","The car ahead of us suddenly slammed on its brakes.","She walked slightly ahead of him to lead the way.","B1"
AllEnglish::LEP::P046,"staircase",,,"Noun",,"/ˈsteə.keɪs/",,"A set of stairs inside a building, usually with a bar fixed on the wall or onto posts.[cite: 11]","About to pass a staircase on his left.[cite: 11]","The grand staircase in the hotel lobby was incredibly beautiful.","He tumbled all the way down the wooden staircase.","B1"
AllEnglish::LEP::P046,"see an opportunity",,,"Phrase",,"/siː ən ˌɒp.əˈtjuː.nə.ti/",,"To recognize a chance to do something advantageous.[cite: 11]","I saw my opportunity, and I took it.[cite: 11]","A good businessman must be able to see an opportunity quickly.","When the defender fell, the striker saw his opportunity and scored.","B2"
AllEnglish::LEP::P046,"silently",,,"Adverb",,"/ˈsaɪ.lənt.li/",,"Without making any sound.[cite: 11]","I silently ran up behind him like a ninja.[cite: 11]","The students read silently at their desks for twenty minutes.","The cat crept silently toward the unsuspecting bird.","B1"
AllEnglish::LEP::P046,"ninja",,,"Noun",,"/ˈnɪn.dʒə/",,"A person trained in ancient Japanese martial arts and employed for espionage and assassinations.[cite: 11]","I silently ran up behind him like a ninja.[cite: 11]","He moved with the stealth and agility of a trained ninja.","The kids were dressed up as ninjas for Halloween.","B2"
AllEnglish::LEP::P046,"deliver a slap",,,"Collocation",,"/dɪˈlɪv.ər ə slæp/",,"To hit someone with the flat part of the hand.[cite: 11]","I jumped up and delivered a slap across the back of his head.[cite: 11]","She was so angry she turned and delivered a sharp slap to his face.","The comedian delivered a verbal slap that silenced the heckler.","C1"
AllEnglish::LEP::P046,"work out",,,"Phrasal verb",,"/wɜːk aʊt/",,"To understand the reasons for an event or someone's behavior.[cite: 11]","Before he had a chance to work out what had happened, I dashed straight up the staircase.[cite: 11]","It took me hours to work out how to build the flat-pack furniture.","Detectives are still trying to work out exactly how the crime was committed.","B2"
AllEnglish::LEP::P046,"dash",,,"Verb",,"/dæʃ/",,"To go somewhere quickly.[cite: 11]","I dashed straight up the staircase and back to the confines of my classroom.[cite: 11]","I must dash to the bank before it closes.","She dashed across the street to catch her bus.","B2"
AllEnglish::LEP::P046,"straight up",,,"Phrase",,"/streɪt ʌp/",,"Directly upward or immediately.[cite: 11]","I dashed straight up the staircase.[cite: 11]","The rocket shot straight up into the clear blue sky.","Go straight up the stairs and the bathroom is on your left.","B2"
AllEnglish::LEP::P046,"confines",,,"Noun",,"/ˈkɒn.faɪnz/",,"The limits or borders of a particular area or situation.[cite: 11]","I dashed back to the confines of my classroom.[cite: 11]","We spent the weekend relaxing within the safe confines of our home.","The dog is not allowed beyond the confines of the garden.","C1"
AllEnglish::LEP::P046,"recover",,,"Verb",,"/rɪˈkʌv.ər/",,"To become completely well again after an illness or shock.[cite: 11]","By the time Mr Wharton had recovered, reacted and looked around...[cite: 11]","It took her several weeks to fully recover from the flu.","The economy has slowly started to recover after the recession.","B2"
AllEnglish::LEP::P046,"react",,,"Verb",,"/riˈækt/",,"To act in a particular way as a direct result of something else.[cite: 11]","By the time Mr Wharton had recovered, reacted and looked around...[cite: 11]","How did he react when you told him the good news?","The audience reacted with huge applause at the end of the play.","B2"
AllEnglish::LEP::P046,"culprit",,,"Noun",,"/ˈkʌl.prɪt/",,"Someone who has done something wrong.[cite: 11]","Looked around for the culprit, I had completely disappeared.[cite: 11]","Police are trying to track down the culprit responsible for the vandalism.","High sugar consumption is a major culprit in tooth decay.","C1"
AllEnglish::LEP::P046,"completely",,,"Adverb",,"/kəmˈpliːt.li/",,"In every way or as much as possible.[cite: 11]","I had completely disappeared.[cite: 11]","I completely forgot that we had a meeting scheduled for today.","The building was completely destroyed by the fierce fire.","B1"
AllEnglish::LEP::P046,"disappear",,,"Verb",,"/ˌdɪs.əˈpɪər/",,"To become impossible to see.[cite: 11]","I had completely disappeared.[cite: 11]","The sun slowly disappeared behind the dark clouds.","I can't find my keys anywhere; they seem to have just disappeared.","B1"
AllEnglish::LEP::P046,"pull off",,,"Phrasal verb",,"/pʊl ɒf/",,"To succeed in doing something difficult or unexpected.[cite: 11]","I had pulled off a military manouvre of my own.[cite: 11]","It was a very ambitious plan, but they somehow managed to pull it off.","No one thought she could win the election, but she pulled it off.","C1"
AllEnglish::LEP::P046,"get away with",,,"Phrasal verb",,"/ɡet əˈweɪ wɪð/",,"To succeed in avoiding punishment for something.[cite: 11]","I got away with it. I didn't tell anyone.[cite: 11]","He cheated on the exam and somehow managed to get away with it.","You can't get away with parking on a double yellow line here.","B2"
AllEnglish::LEP::P046,"brag",,,"Verb",,"/bræɡ/",,"To speak too proudly about what you have done or what you own.[cite: 11]","I didn't tell anyone. I didn't brag.[cite: 11]","She's always bragging about how much money her husband earns.","He bragged that he could beat anyone in a race.","C1"
