#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:10
"AllEnglish::LEP::P80","come out","verb","phrasal verb","/kʌm aʊt/","To be released, published or become available to the public.[cite: 5]","The new documentary is going to come out next month.[cite: 5]","The new season of the series comes out in October.[cite: 5]","I think Anna in the episode talked about one of her books coming out before Christmas.[cite: 5]","B2"
"AllEnglish::LEP::P80","come through","verb","phrasal verb","/kʌm θruː/","To become visible, noticeable or emotionally detectable.[cite: 5]","Even though he tried to sound calm, his frustration really came through in his voice.[cite: 5]","You could hear my sceptical side coming through.[cite: 5]","Her frustration really came through in her voice.[cite: 5]","C1"
"AllEnglish::LEP::P80","make out","verb","phrasal verb","/meɪk aʊt/","To manage to see, hear, or understand something unclearly or with difficulty.[cite: 5]","I could barely make out the road signs because of the fog.[cite: 5]","It was dark, but she could just make out the outline of the figure in the distance.[cite: 5]","I could barely make out what he was saying over the noise.[cite: 5]","B2"
"AllEnglish::LEP::P80","point out","verb","phrasal verb","/pɔɪnt aʊt/","To indicate or mention something so others notice it; to draw attention to something.[cite: 5]","She quickly pointed out a mistake in the report.[cite: 5]","She pointed out every object that had supposedly moved by itself.[cite: 5]","She pointed out that the dates didn't match.[cite: 5]","B2"
"AllEnglish::LEP::P80","put aside","verb","phrasal verb","/pʊt əˈsaɪd/","To temporarily ignore or stop focusing on something; to leave something out of consideration.[cite: 5]","We need to put aside our personal differences and finish the project together.[cite: 5]","At first I tried to put aside the strange feeling and continue normally.[cite: 5]","We need to put aside our disagreements and work together.[cite: 5]","B2"
"AllEnglish::LEP::P80","set off","verb","phrasal verb","/sɛt ɒf/","To trigger or start a reaction or chain of events.[cite: 5]","His comments online set off a huge argument.[cite: 5]","That story set off this whole discussion online.[cite: 5]","His comments set off a huge debate online.[cite: 5]","C1"
"AllEnglish::LEP::P80","touch on","verb","phrasal verb","/tʌtʃ ɒn/","To mention something briefly without discussing it deeply.[cite: 5]","The article briefly touched on the issue of climate change.[cite: 5]","It's something I touched upon in a previous podcast.[cite: 5]","The documentary touches on the history of the city.[cite: 5]","C1"
"AllEnglish::LEP::P80","touch up","verb","phrasal verb","/tʌtʃ ʌp/","To improve something slightly with small corrections, especially cosmetic ones.[cite: 5]","She used editing software to touch up the image before uploading it.[cite: 5]","She touched up the photo before posting it online.[cite: 5]","The artist touched up the painting before the exhibition.","C1"
"AllEnglish::LEP::P80","begin with","verb","phrasal verb","/bɪˈgɪn wɪð/","To start using a particular topic, item or thing as the first point.[cite: 5]","Let's begin with a quick review of last week's vocabulary.[cite: 5]","Let's begin with a few comments from listeners.[cite: 5]","Let's begin with the easiest exercise first.[cite: 5]","B1"
"AllEnglish::LEP::P80","begin by","verb","phrasal verb","/bɪˈgɪn baɪ/","Describes the first action in a process, followed by an -ing verb.[cite: 5]","The speaker began by explaining the background to the story.[cite: 5]","He began by describing the strange atmosphere in the room.[cite: 5]","She began by thanking everyone for coming.[cite: 5]","B2"
"AllEnglish::LEP::P80","hold back","verb","phrasal verb","/həʊld bæk/","To restrain, prevent or stop progress.[cite: 5]","Don't let fear hold you back from trying new things.[cite: 5]","Their companion would stand behind them, ready to hold them back.[cite: 5]","Don't let insecurity hold you back.[cite: 5]","B2"
"AllEnglish::LEP::P80","give off","verb","phrasal verb","/gɪv ɒf/","To emit or release something such as a smell, heat, light or atmosphere.[cite: 5]","The flowers were giving off a strong sweet smell.[cite: 5]","The room gave off a strange smell.[cite: 5]","The flowers were giving off a sweet scent.[cite: 5]","B2"
"AllEnglish::LEP::P80","look forward to","verb","phrasal verb","/lʊk ˈfɔːwəd tuː/","To feel excited or positive about something in the future.[cite: 5]","I'm really looking forward to hearing your opinions on this topic.[cite: 5]","I look forward to reading your responses.[cite: 5]","I'm really looking forward to going on holiday this summer.[cite: 5]","B1"
"AllEnglish::LEP::P80","go with","verb","phrasal verb","/gəʊ wɪð/","To choose or support a particular option, answer or idea.[cite: 5]","I'm not completely sure, but I'll go with the second option.[cite: 5]","Let's go with no. Since the first one was true.[cite: 5]","I think we should go with the cheaper option.[cite: 5]","B2"
"AllEnglish::LEP::P80","take on","verb","phrasal verb","/teɪk ɒn/","To compete against or confront someone directly.[cite: 5]","She was confident enough to take on the defending champion.[cite: 5]","I used to take on all of them.[cite: 5]","She wasn't afraid to take on more experienced competitors.[cite: 5]","B2"
"AllEnglish::LEP::P80","take note of","phrase","verb phrase","/teɪk nəʊt ɒv/","To pay careful attention to something important and consciously register it.[cite: 5]","Students should take note of the teacher's pronunciation corrections.[cite: 5]","Game developers, take note.[cite: 5]","Investors should take note of these market changes.[cite: 5]","B2"
"AllEnglish::LEP::P80","put out","verb","phrasal verb","/pʊt aʊt/","To extinguish a fire, cigarette or light.[cite: 5]","Someone quickly put out the fire before it spread.[cite: 5]","Put out that fire. How are you making tea?[cite: 5]","The firefighters managed to put out the blaze quickly.[cite: 5]","B1"
"AllEnglish::LEP::P80","bring down","verb","phrasal verb","/brɪŋ daʊn/","To reduce the size, level or number of something.[cite: 5]","The government is trying to bring down inflation.[cite: 5]","Cats weren't there to bring down the numbers of rats that carried the plague.[cite: 5]","The government is trying to bring down energy prices.[cite: 5]","B2"
"AllEnglish::LEP::P80","get away with","verb","phrasal verb","/gɛt əˈweɪ wɪð/","To avoid punishment or consequences after doing something wrong.[cite: 5]","He thought he could get away with cheating in the exam.[cite: 5]","They can get away with anything.[cite: 5]","He thought he could get away with lying to everyone.[cite: 5]","B2"
"AllEnglish::LEP::P80","reach out to","verb","phrasal verb","/riːtʃ aʊt tuː/","To contact someone, usually for help, support or communication.[cite: 5]","After the interview, she decided to reach out to the company directly.[cite: 5]","She reached out to me because she was coming to Paris.[cite: 5]","After the accident, many friends reached out to support her.[cite: 5]","B2"
"AllEnglish::LEP::P80","expand on","verb","phrasal verb","/ɪksˈpænd ɒn/","To give more detail or explanation about something already mentioned.[cite: 5]","Could you expand on your last point a little more?[cite: 5]","Do you want to expand on that at all?[cite: 5]","Could you expand on your earlier comments about AI?[cite: 5]","C1"
"AllEnglish::LEP::P80","bring about","verb","phrasal verb","/brɪŋ əˈbaʊt/","To cause something to happen or create a change.[cite: 4]","New technology can bring about major changes in the workplace.[cite: 4]","AI is going to bring about profound changes in human society.[cite: 4]","The internet has brought about enormous cultural change.[cite: 4]","C1"
