#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","composing","uuid-placeholder-1","uid-placeholder-1","verb",""," /kəmˈpəʊzɪŋ/","","writing something, especially a letter, speech, or piece of music.","...composing an answer that only one person would read.","He spent his free time composing music.","She is composing a letter of complaint to the company.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","touched on","uuid-placeholder-2","uid-placeholder-2","phrasal verb",""," /tʌtʃt ɒn/","","to mention a subject briefly.","Over the years I've touched on this plenty of times.","The report touched on the issue of climate change.","In his speech, he touched on the need for educational reform.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","devoted to","uuid-placeholder-3","uid-placeholder-3","adjective",""," /dɪˈvəʊtɪd tuː/","","giving all or a large part of one's time or resources to a particular person, activity, or cause.","I've never done a single episode just devoted to the topic.","She is devoted to her children.","He devoted his life to helping the poor.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","inspiration","uuid-placeholder-4","uid-placeholder-4","noun",""," /ˌɪnspəˈreɪʃn/","","the process of being mentally stimulated to do or feel something, especially something creative.","Hopefully I can give you some inspiration.","His trip to India was the inspiration for his new novel.","She is a true inspiration to us all.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","get by","uuid-placeholder-5","uid-placeholder-5","phrasal verb",""," /get baɪ/","","to manage with just enough money or resources to survive.","...you need English in order to get by on a daily basis.","We don't have much money, but we get by.","I can get by in French, but I'm not fluent.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","formative experiences","uuid-placeholder-6","uid-placeholder-6","noun phrase",""," /ˈfɔːmətɪv ɪkˈspɪəriənsɪz/","","experiences that have a strong influence on a person's character and development.","...persuade your parents to take you to the UK where you can have various formative experiences in English.","His time in the army was a formative experience.","The ones who are indistinguishable from native speakers are ones who had formative experiences in childhood.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","proficient","uuid-placeholder-7","uid-placeholder-7","adjective",""," /prəˈfɪʃnt/","","skilled and experienced.","You can be totally proficient, and even better at speaking than many natives.","She is proficient in several languages.","He is a proficient computer programmer.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","articulate","uuid-placeholder-8","uid-placeholder-8","adjective",""," /ɑːˈtɪkjələt/","","able to express thoughts and feelings easily and clearly.","...meaning more articulate, more persuasive...","She is a highly articulate and intelligent speaker.","He was unable to give an articulate account of what had happened.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","persuasive","uuid-placeholder-9","uid-placeholder-9","adjective",""," /pəˈsweɪsɪv/","","good at persuading someone to do or believe something.","...meaning more articulate, more persuasive...","He can be very persuasive.","It was a persuasive argument.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
"LEP-English::P-IMPROVE-SPEAKING-SKILLS","retain","uuid-placeholder-10","uid-placeholder-10","verb",""," /rɪˈteɪn/","","to keep or continue to have something.","You will probably always retain certain traces of your accent.","She has lost her battle to retain control of the company.","The house retains much of its original charm.","LEP-English::2025.08.02 LEP-English::P-IMPROVE-SPEAKING-SKILLS"
