#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::P040","Reading out loud","","","noun phrase","uncountable","ˈriːdɪŋ aʊt laʊd","","The act of speaking the words of a text as one reads them.","Reading out loud is largely reserved for bedtime stories and performances.","The teacher asked the student to start reading out loud.","Practicing reading out loud can improve your pronunciation.","B2"
"AllEnglish::LEP::P040","Recall","","","verb","transitive","rɪˈkɔːl","","To bring the memory of a past event into your mind.","The respondents were able to recall 27% of the words they had read aloud.","I can't recall what happened last night.","He struggled to recall her name.","B2"
"AllEnglish::LEP::P040","Production effect","","","noun phrase","singular","prəˈdʌkʃn ɪˈfekt","","A memory phenomenon where speaking words aloud improves their retention compared to reading them silently.","The production effect has been replicated in numerous studies.","The production effect suggests reading aloud is beneficial for learning.","Psychologists have studied the production effect extensively.","C1"
"AllEnglish::LEP::P040","Enactment effect","","","noun phrase","singular","ɪˈnæktmənt ɪˈfekt","","A memory phenomenon where performing an action associated with a word improves its retention.","The article pointed out that the enactment effect helps.","The enactment effect shows that physical involvement aids memory.","Using gestures takes advantage of the enactment effect.","C1"
"AllEnglish::LEP::P040","Generation effect","","","noun phrase","singular","ˌdʒenəˈreɪʃn ɪˈfekt","","A memory phenomenon where information is better remembered if it is generated from one's own mind rather than simply read.","There's the generation effect, which describes the way that words stick in our minds better when we've been prompted to produce them.","The generation effect proves that active recall is better than passive reading.","Teachers use quizzes to utilize the generation effect.","C1"
"AllEnglish::LEP::P040","Retreat into","","","phrasal verb","transitive","rɪˈtriːt ˈɪntə","","To withdraw to a quiet or safe place, often mentally.","Most of us retreat into a personal, quiet world when we read.","He tended to retreat into himself when he was stressed.","After the argument, she retreated into her bedroom.","C1"
"AllEnglish::LEP::P040","Miss out on","","","phrasal verb","transitive","mɪs aʊt ɒn","","To fail to use an opportunity to enjoy or get an advantage from something.","By not reading out loud, we could be missing out on some vital benefits.","I didn't want to miss out on all the fun at the party.","If you don't buy tickets now, you'll miss out on the concert.","B2"
"AllEnglish::LEP::P040","The norm","","","noun phrase","singular","ðə nɔːm","","A situation or type of behaviour that is expected and considered to be typical.","Today, silent reading is the norm. It's what everyone does.","Working from home has become the norm for many people.","In this company, working long hours is the norm.","B2"
"AllEnglish::LEP::P040","Bottle up","","","phrasal verb","transitive","ˈbɒtl ʌp","","To deliberately not allow yourself to show a strong feeling or emotion.","The majority of us bottle the words in our heads.","It's not healthy to bottle up your anger.","She bottled up her feelings for years before finally exploding.","C1"
"AllEnglish::LEP::P040","Hushed","","","adjective","","hʌʃt","","Quiet; very still.","As if sitting in the hushed confines of a library.","They spoke in hushed tones so no one would hear them.","The audience fell into a hushed silence as the performance began.","C1"
"AllEnglish::LEP::P040","Confines","","","noun","plural","ˈkɒnfaɪnz","","The limits or borders of something.","As if sitting in the hushed confines of a library.","He rarely left the confines of his own home.","The animals were kept within the confines of the zoo.","C2"
"AllEnglish::LEP::P040","Body of research","","","noun phrase","singular","ˈbɒdi əv rɪˈsɜːtʃ","","A large amount or collection of academic study and investigation.","A growing body of research suggests that we may be missing out.","There is a large body of research supporting this theory.","A new body of research has emerged on climate change.","C1"
"AllEnglish::LEP::P040","Strengthen","","","verb","transitive","ˈstreŋθn","","To make something stronger or more effective.","Reading aloud can also strengthen emotional bonds between people.","We need to strengthen our relationship with our clients.","The government is looking to strengthen the economy.","B2"
"AllEnglish::LEP::P040","Bond","","","noun","countable","bɒnd","","A close connection joining two or more people.","Reading aloud can also strengthen emotional bonds between people.","There is a strong bond between the two sisters.","The experience created a special bond among the team members.","B2"
"AllEnglish::LEP::P040","Bygone","","","adjective","","ˈbaɪɡɒn","","Belonging to an earlier time.","It's not a rare or bygone activity.","The museum exhibits artifacts from a bygone era.","He loves watching movies from bygone days.","C2"
"AllEnglish::LEP::P040","Intuitively","","","adverb","","ɪnˈtjuːɪtɪvli","","In a way that involves knowing or understanding something without conscious reasoning.","Many of us intuitively use reading aloud as a convenient tool.","She intuitively knew that he was lying.","He intuitively understood how the machine worked.","C1"
"AllEnglish::LEP::P040","Convenient","","","adjective","","kənˈviːniənt","","Fitting in well with a person's needs, activities, and plans; involving little trouble or effort.","Many of us intuitively use reading aloud as a convenient tool.","The supermarket is located in a very convenient spot.","Is 3 PM a convenient time for us to meet?","B1"
"AllEnglish::LEP::P040","Throughout","","","preposition","","θruːˈaʊt","","In every part of a place or object; from beginning to end of an event or period of time.","It's beneficial throughout the age range.","The news spread quickly throughout the country.","It rained heavily throughout the night.","B2"
"AllEnglish::LEP::P040","Replicate","","","verb","transitive","ˈreplɪkeɪt","","To make an exact copy of; reproduce.","The production effect has been replicated in numerous studies.","They failed to replicate the results of the experiment.","The virus is able to replicate itself rapidly.","C1"
"AllEnglish::LEP::P040","Span","","","verb","transitive","spæn","","To extend across a period of time or a distance.","Numerous studies spanning more than a decade.","His career spanned over 40 years.","The bridge spans the entire width of the river.","C1"
"AllEnglish::LEP::P040","Mouth","","","verb","transitive","maʊθ","","To move the lips as if speaking a word, but without making a sound.","Even just silently mouthing the words makes them more memorable.","She mouthed the words 'I love you' from across the room.","He mouthed a swear word when he dropped his phone.","C2"
"AllEnglish::LEP::P040","To a lesser extent","","","phrase","adverbial","tuː ə ˈlesər ɪkˈstent","","Not as much as something else.","Makes them more memorable, though to a lesser extent than saying them out loud.","Both factors contributed to the accident, but the weather to a lesser extent.","I agree with him, but to a lesser extent.","C1"
