#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P06,be married to something,8f4e1a2b,1,idiom,,/bi ˈmærɪd tuː ˈsʌmθɪŋ/,,"To be completely committed to an idea","He's married to the idea of becoming a doctor","The company is married to their traditional methods","They're married to the old way of doing things",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,be worth listening to,9d2c3b4a,2,phrase,,/bi wɜːθ ˈlɪsənɪŋ tuː/,,"To be valuable or beneficial to listen to","The podcast is worth listening to","His advice is worth listening to","These experts are worth listening to",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,mentally ill,7e5f8d2c,3,adjective phrase,,/ˈmentəli ɪl/,,"Having a mental health condition","Supporting mentally ill patients","The mentally ill need better care","Resources for mentally ill individuals",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,slightly worried,6a9b0c3d,4,adverb + adjective,,/ˈslaɪtli ˈwʌrid/,,"A little bit concerned or anxious","I'm slightly worried about the exam","She's slightly worried about the weather","They're slightly worried about the deadline",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,doable,5d7e2f1a,5,adjective,,/ˈduːəbl/,,"Possible to do or achieve","The project is doable within a month","It's a challenging but doable task","The deadline is tight but doable",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,meandering,4b8c1d2e,6,adjective,,/miˈændərɪŋ/,,"Moving in a winding or indirect way","The river follows a meandering path","His speech was rather meandering","They took a meandering route through the city",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,gear,3a6b9c1d,7,noun,,/ɡɪə/,,"Equipment or tools for a specific purpose","I need to buy new camping gear","The photographer packed his gear","Check your diving gear before use",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,technical know-how,2c4d7e8f,8,noun phrase,,/ˈteknɪkəl ˈnəʊhaʊ/,,"Technical knowledge and expertise","He has the technical know-how to fix computers","She gained technical know-how through experience","The job requires technical know-how",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,be a hit,1b2c3d4e,9,phrase,,/bi ə hɪt/,,"To be very successful or popular","The movie was a hit","Their new product is a hit","The party was a hit with everyone",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,muted response,0a1b2c3d,10,adjective + noun,,/ˈmjuːtɪd rɪˈspɒns/,,"A subdued or unenthusiastic reaction","The announcement received a muted response","There was a muted response to the changes","The proposal got a muted response",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,balancing act,9e8d7c6b,11,noun phrase,,/ˈbælənsɪŋ ækt/,,"A situation requiring a delicate balance between different things","Parenting is a constant balancing act","Managing work and study is a balancing act","Life is a balancing act",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,in theory,8f7e6d5c,12,prepositional phrase,,/ɪn ˈθɪəri/,,"According to theoretical principles; hypothetically","In theory, the plan should work","It sounds good in theory","In theory, everyone has equal opportunities",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,in practice,7d6e5f4c,13,prepositional phrase,,/ɪn ˈpræktɪs/,,"In reality; when actually done","In practice, things are more complicated","It works well in practice","In practice, the system has many flaws",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,on paper,6c5d4e3b,14,prepositional phrase,,/ɒn ˈpeɪpə/,,"In theory or as planned, but not necessarily in reality","It looks good on paper","The team is strong on paper","The deal seemed perfect on paper",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,off the top of my head,5b4c3d2a,15,idiom,,/ɒf ðə tɒp əv maɪ hed/,,"Without preparation or careful thought","I can't remember off the top of my head","Speaking off the top of my head","Just off the top of my head, I'd say...",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,on the spur of the moment,4a3b2c1d,16,idiom,,/ɒn ðə spɜː əv ðə ˈməʊmənt/,,"Suddenly, without planning","We decided to travel on the spur of the moment","She bought it on the spur of the moment","He proposed on the spur of the moment",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,under the sun,3e2d1c0b,17,idiom,,/ˈʌndə ðə sʌn/,,"In existence; in the world","They sell everything under the sun","We've tried everything under the sun","He knows about every topic under the sun",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,at a loss,2d1c0b9a,18,phrase,,/æt ə lɒs/,,"Unable to understand or decide what to do","I'm at a loss for words","She was at a loss to explain","They were at a loss about what to do next",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,with a pinch of salt,1c0b9a8d,19,idiom,,/wɪð ə pɪntʃ əv sɔːlt/,,"With skepticism or doubt","Take his stories with a pinch of salt","The claims should be taken with a pinch of salt","I took his advice with a pinch of salt",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,on your radar,0b9a8d7e,20,idiom,,/ɒn jɔː ˈreɪdɑː/,,"Within one's awareness or attention","Keep this issue on your radar","It wasn't on my radar","The new trend is on everyone's radar",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,show what you're made of,1a2b3c4d,21,idiom,,/ʃəʊ wɒt jɔː meɪd əv/,,"Demonstrate your abilities or character","Now's your chance to show what you're made of","The challenge will show what we're made of","She showed what she was made of",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,the world is my oyster,2b3c4d5e,22,idiom,,/ðə wɜːld ɪz maɪ ˈɔɪstə/,,"Having unlimited opportunities or possibilities","With this degree, the world is my oyster","When you're young, the world is your oyster","Now the world is her oyster",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,intrinsically linked,3c4d5e6f,23,adverb + adjective,,/ɪnˈtrɪnsɪkli lɪŋkt/,,"Connected in an essential or fundamental way","The two issues are intrinsically linked","These concepts are intrinsically linked","Art and culture are intrinsically linked",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,badly made,4d5e6f7g,24,adverb + adjective,,/ˈbædli meɪd/,,"Constructed or produced poorly","The furniture was badly made","Don't buy badly made products","It was a badly made copy",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,slightly more interesting,5e6f7g8h,25,phrase,,/ˈslaɪtli mɔːr ˈɪntrəstɪŋ/,,"A bit more engaging or appealing","The second half was slightly more interesting","This version is slightly more interesting","The new design is slightly more interesting",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,interesting questions,6f7g8h9i,26,adjective + noun,,/ˈɪntrəstɪŋ ˈkwestʃənz/,,"Thought-provoking or engaging inquiries","She asked interesting questions","The interview had interesting questions","They raised interesting questions",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,appalling defending,7g8h9i0j,27,adjective + noun,,/əˈpɔːlɪŋ dɪˈfendɪŋ/,,"Very poor defensive play in sports","It was appalling defending by the team","The match showed appalling defending","That was appalling defending from both sides",LEP-English::2022.09.01 LEP-English::P06
