#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P05,preach to the converted,8f4e1a2b,1,idiom,,/priːtʃ tə ðə kənˈvɜːtɪd/,,"To try to persuade people who already believe what you're saying","Maybe I'm preaching to the converted","No need to preach to the converted about climate change","He's preaching to the converted about healthy eating",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,jump on board,9d2c3b4a,2,phrasal verb,idiom,/dʒʌmp ɒn bɔːd/,,"To join or become involved in something","Jump on board and get involved","Many investors jumped on board with the new project","She jumped on board with the idea immediately",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,get involved,7e5f8d2c,3,phrasal verb,,/ɡet ɪnˈvɒlvd/,,"To actively participate in something","Get involved in the comment section","She got involved in local politics","They got involved in community projects",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,stomping ground,6a9b0c3d,4,noun phrase,informal,/ˈstɒmpɪŋ ɡraʊnd/,,"A place frequently visited or habitually occupied","This is our old stomping ground","The park was their favorite stomping ground","He returned to his old stomping ground",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,count me in,5d7e2f1a,5,phrase,informal,/kaʊnt miː ɪn/,,"Include me in the activity or plan","Count me in for the party","If you're going to the cinema, count me in","Count me in for the weekend trip",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,wrap up,4b8c1d2e,6,phrasal verb,,/ræp ʌp/,,"To finish or conclude something","Let's wrap up this meeting","We need to wrap up the project by Friday","She wrapped up her presentation",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,old news,3a6b9c1d,7,noun phrase,informal,/əʊld njuːz/,,"Something that is no longer current or interesting","That story is old news now","The scandal is old news","Last week's trending topic is old news",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,that's so last week,2c4d7e8f,8,phrase,informal,/ðæts səʊ lɑːst wiːk/,,"Something that is outdated or no longer fashionable","That style is so last week","Using email? That's so last week","That meme is so last week",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,outclass,1b2c3d4e,9,verb,,/aʊtˈklɑːs/,,"To be clearly superior to someone or something","England were outclassed by Croatia","The team outclassed their opponents","She outclassed everyone in the competition",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,made of tough stuff,0a1b2c3d,10,idiom,,/meɪd əv tʌf stʌf/,,"Being mentally or physically strong and resilient","They're made of tough stuff","She's made of tough stuff, she'll get through this","You must be made of tough stuff to handle that",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,knackered,9e8d7c6b,11,adjective,informal,/ˈnækəd/,,"Extremely tired or exhausted","They must have been knackered","I'm absolutely knackered after that workout","She was knackered after the long shift",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,soldier on,8f7e6d5c,12,phrasal verb,,/ˈsəʊldʒər ɒn/,,"To persist despite difficulties","They soldiered on despite the setbacks","He's soldiering on through the illness","We'll soldier on until the job is done",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,overcome,7d6e5f4c,13,verb,,/ˌəʊvəˈkʌm/,,"To succeed in dealing with a problem or difficulty","They ultimately overcame England","She overcame her fear of heights","He overcame many obstacles to succeed",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,breathe a sigh of relief,6c5d4e3b,14,idiom,,/briːð ə saɪ əv rɪˈliːf/,,"To feel relieved after a difficult or tense situation","England breathed a collective sigh of relief","We breathed a sigh of relief when he arrived safely","She breathed a sigh of relief after passing the exam",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,own goal,5b4c3d2a,15,noun phrase,,/əʊn ɡəʊl/,,"A goal scored accidentally against one's own team","They conceded an own goal","The defender scored an own goal","The own goal changed the game",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,debatable,4a3b2c1d,16,adjective,,/dɪˈbeɪtəbl/,,"Open to discussion or argument; questionable","It's a debatable decision","Whether this will work is debatable","The penalty was debatable",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,biased,3e2d1c0b,17,adjective,,/ˈbaɪəst/,,"Unfairly prejudiced for or against something","The referee was biased","The report seemed biased","Try not to be biased in your judgment",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,be on board,2d1c0b9a,18,phrase,,/bi ɒn bɔːd/,,"To agree with or support an idea or plan","Great to have you on board","Everyone's on board with the new strategy","Are you on board with this plan?",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,get on board,1c0b9a8d,19,phrase,,/ɡet ɒn bɔːd/,,"To join or agree to participate in something","You need to get on board with this project","More people are getting on board with the idea","Time to get on board or miss out",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,have someone on board,0b9a8d7e,20,phrase,,/hæv ˈsʌmwʌn ɒn bɔːd/,,"To have someone as part of a team or project","It's great to have you on board","We need to have more experts on board","They have the best designer on board",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,come over,1a2b3c4d,21,phrasal verb,,/kʌm ˈəʊvə/,,"To visit someone at their home","Would you like to come over?","She's coming over for dinner","They came over to watch the match",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,overtake,2b3c4d5e,22,verb,,/ˌəʊvəˈteɪk/,,"To move past something moving in the same direction","The BMW overtook me on the motorway","It's dangerous to overtake on this road","She overtook the leader in the final lap",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,take over,3c4d5e6f,23,phrasal verb,,/teɪk ˈəʊvə/,,"To assume control or responsibility","Pirates have taken over the ship","She's taking over the project","The company was taken over",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,takeover,4d5e6f7g,24,noun,,/ˈteɪkəʊvə/,,"The act of assuming control, especially of a company","The company takeover was successful","A hostile takeover attempt","The takeover will be completed next month",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,mergers and acquisitions,5e6f7g8h,25,noun phrase,business,/ˈmɜːdʒəz ænd ˌækwɪˈzɪʃənz/,,"The area of business dealing with combining and buying companies","She works in mergers and acquisitions","The mergers and acquisitions department","A major mergers and acquisitions deal",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,get involved with,6f7g8h9i,26,phrasal verb,,/ɡet ɪnˈvɒlvd wɪð/,,"To begin a relationship or association with someone or something","Don't get involved with the wrong crowd","She got involved with local charities","He got involved with drugs",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,count me out,7g8h9i0j,27,phrase,informal,/kaʊnt miː aʊt/,,"Exclude me from an activity or plan","If you're planning to climb mountains, count me out","Count me out of the late shift","When it comes to skydiving, count me out",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,that's old hat,8h9i0j1k,28,idiom,,/ðæts əʊld hæt/,,"Something that is outdated or unfashionable","Using a laptop? That's old hat now","His methods are old hat","Those ideas are old hat",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,be overcome by,9i0j1k2l,29,phrasal verb,,/bi ˌəʊvəˈkʌm baɪ/,,"To be affected strongly by an emotion or sensation","She was overcome by emotion","He was overcome by smoke","They were overcome by grief",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,come round,0j1k2l3m,30,phrasal verb,British,/kʌm raʊnd/,,"To visit someone at their home (British English)","Why don't you come round later?","She's coming round for tea","They came round to watch the film",LEP-English::2022.06.01 LEP-English::P05
