#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::P050","rambling","","","Adjective","","/ˈræm.blɪŋ/","","Lengthy and disconnected in speech or writing.","I will probably move on to do something different - maybe another language review episode, or a rambling episode.[cite: 20]","He gave a long, rambling speech that lost the audience's attention.","The book is a rambling account of her travels in Asia.","C1"
"AllEnglish::LEP::P050","value for money","","","Noun phrase","","/ˈvæl.juː fɔː ˈmʌn.i/","","Good quality or quantity for the price paid.","I talked about how I want to make sure you get value for money.[cite: 20]","This hotel offers excellent value for money.","Customers are always looking for the best value for money.","B2"
"AllEnglish::LEP::P050","get burned out","","","Phrasal verb","","/ɡet bɜːnd aʊt/","","To become extremely tired or sick by working hard for a long time.","I need to make sure I don't get burned out.[cite: 20]","If you keep working eighty hours a week, you'll eventually get burned out.","She got burned out after years of teaching in a difficult school.","C1"
"AllEnglish::LEP::P050","paraphrase","","","Verb","","/ˈpær.ə.freɪz/","","To repeat something written or spoken using different words.","I'm paraphrasing here.[cite: 20]","This information is paraphrased from Wikipedia.[cite: 20]","The journalist paraphrased the president's remarks in the article.","C1"
"AllEnglish::LEP::P050","something along the lines of","","","Phrase","","/ˈsʌm.θɪŋ əˈlɒŋ ðə laɪnz ɒv/","","Something similar to.","The responses all said something along the lines of 'Yes Luke, it's important that you don't get burned out.'[cite: 20]","He told me something along the lines of 'it's not you, it's me'.","I'm looking for a dress, something along the lines of what you're wearing.","B2"
"AllEnglish::LEP::P050","vote of confidence","","","Noun phrase","","/vəʊt əv ˈkɒn.fɪ.dəns/","","An expression of approval and trust in someone or something.","That's a nice vote of confidence, so let's crack on with some more premium content then.[cite: 20]","The team's victory was a massive vote of confidence for the new manager.","Investors gave the company a vote of confidence by buying more shares.","C1"
"AllEnglish::LEP::P050","crack on with","","","Phrasal verb","","/kræk ɒn wɪθ/","","To start or continue doing something, especially more quickly or with more energy. (British informal)","Let's crack on with some more premium content then.[cite: 20]","We really need to crack on with painting the living room.","Now that the meeting is over, let's crack on with our work.","C1"
"AllEnglish::LEP::P050","autobiographical","","","Adjective","","/ˌɔː.təˌbaɪ.əˈɡræf.ɪ.kəl/","","Based on or involving the writer's own life.","We're moving away from the autobiographical stories I've told you recently.[cite: 20]","The novel is highly autobiographical and reflects her childhood.","He wrote an autobiographical essay for his college application.","C1"
"AllEnglish::LEP::P050","have nothing to do with","","","Phrase","","/hæv ˈnʌθ.ɪŋ tuː duː wɪθ/","","To be completely unrelated to someone or something.","I'm going to tell you a story that has nothing to do with me personally.[cite: 20]","The delay had nothing to do with the weather.","Please leave me out of this; it has nothing to do with me.","B2"
"AllEnglish::LEP::P050","thank goodness","","","Phrase","","/θæŋk ˈɡʊd.nəs/","","An expression used to show relief.","I say 'thank goodness' because the story is quite dark.[cite: 20]","Thank goodness you arrived safely!","We found the missing keys, thank goodness.","B1"
"AllEnglish::LEP::P050","sensitive to","","","Adjective phrase","","/ˈsen.sɪ.tɪv tuː/","","Easily upset by the things people say or do, or physically reacting to something.","If you are sensitive to these topics and issues, then I wanted to give you a heads up.[cite: 20]","My teeth are very sensitive to cold drinks.","She is incredibly sensitive to criticism.","B2"
"AllEnglish::LEP::P050","heads up","","","Noun","","/hedz ʌp/","","A warning that something is going to happen, usually so that you can prepare for it.","I just wanted to give you a little heads up.[cite: 20]","Thanks for the heads up about the meeting time change.","The boss gave us a heads up that there would be layoffs.","C1"
"AllEnglish::LEP::P050","medical examiner","","","Noun","","/ˈmed.ɪ.kəl ɪɡˈzæm.ɪ.nər/","","An official whose job is to investigate deaths that happen in unusual or suspicious circumstances.","On 23 March 1994, a police medical examiner was called to view the body.[cite: 20]","The medical examiner concluded that Opus had died from a shotgun wound.[cite: 20]","The medical examiner is performing an autopsy to determine the cause of death.","C1"
"AllEnglish::LEP::P050","deceased","","","Adjective","","/dɪˈsiːst/","","Dead (formal or legal term).","A police medical examiner was called to view the body of a deceased man.[cite: 20]","The deceased woman left her entire estate to charity.","We need to contact the relatives of the deceased.","C1"
"AllEnglish::LEP::P050","conclude","","","Verb","","/kənˈkluːd/","","To judge or decide something after thinking carefully about it.","The medical examiner concluded that Opus had died from a shotgun wound to the head.[cite: 20]","The jury concluded that the defendant was guilty.","Based on the evidence, we must conclude that the earth is warming.","B2"
"AllEnglish::LEP::P050","shotgun wound","","","Noun phrase","","/ˈʃɒt.ɡʌn wuːnd/","","An injury caused by a shotgun blast.","Opus had died from a shotgun wound to the head.[cite: 20]","The victim was treated for a shotgun wound to the shoulder.","A shotgun wound can be fatal at close range.","C1"
"AllEnglish::LEP::P050","suicide attempt","","","Noun phrase","","/ˈsuː.ɪ.saɪd əˈtempt/","","The act of trying to kill oneself but surviving.","We know it was a suicide attempt because he had left a note.[cite: 20]","The singer was hospitalized after a suicide attempt.","Friends noticed warning signs before his suicide attempt.","B2"
"AllEnglish::LEP::P050","indicate","","","Verb","","/ˈɪn.dɪ.keɪt/","","To show, point, or make clear in another way.","He had left a note indicating his intentions.[cite: 20]","The survey data indicates a growing trend in remote work.","Please indicate your preference on the form.","B2"
"AllEnglish::LEP::P050","take one's own life","","","Phrase","","/teɪk wʌnz əʊn laɪf/","","To commit suicide.","He jumped from the roof of the building with the intention of taking his own life.[cite: 20]","It was a tragic incident when the young artist decided to take his own life.","The hotline provides support for people who are considering taking their own lives.","C1"
"AllEnglish::LEP::P050","amazingly enough","","","Adverbial phrase","","/əˈmeɪ.zɪŋ.li ɪˈnʌf/","","Used to say that something is very surprising.","Amazingly enough, as he fell past the ninth floor, he was hit by a shotgun blast.[cite: 20]","Amazingly enough, no one was hurt in the terrible accident.","He didn't study at all, but amazingly enough, he passed.","B2"
"AllEnglish::LEP::P050","shotgun blast","","","Noun phrase","","/ˈʃɒt.ɡʌn blɑːst/","","The explosion or discharge from firing a shotgun.","He was hit by a shotgun blast which came through a window.[cite: 20]","The sudden shotgun blast startled the birds into the air.","The shotgun blast shattered the quiet of the night.","C1"
"AllEnglish::LEP::P050","instantly","","","Adverb","","/ˈɪn.stənt.li/","","Immediately.","He was hit by a shotgun blast which came through a window, killing him instantly.[cite: 20]","She recognized her childhood friend instantly.","The medication relieves the pain almost instantly.","B2"
"AllEnglish::LEP::P050","cause of death","","","Noun phrase","","/kɔːz əv deθ/","","The specific medical reason or event that resulted in a person dying.","Since the cause of death was the shotgun blast, the immediate question was whether this was a suicide.[cite: 20]","The coroner determined the cause of death was poisoning.","A heart attack is the leading cause of death in many countries.","B2"
"AllEnglish::LEP::P050","immediate question","","","Noun phrase","","/ɪˈmiː.di.ət ˈkwes.tʃən/","","The most pressing or urgent thing to ask or solve.","The immediate question was whether this was in fact a suicide or a murder.[cite: 20]","The immediate question is how we will fund this project.","Our immediate question should be where to find shelter.","B2"
"AllEnglish::LEP::P050","safety net","","","Noun","","/ˈseɪf.ti net/","","A net placed to catch people or things that fall; also a system to provide financial security.","A key detail was that there was a safety net on the 8th floor.[cite: 20]","The circus acrobats performed without a safety net.","Social welfare acts as a safety net for the unemployed.","B2"
"AllEnglish::LEP::P050","put up","","","Phrasal verb","","/pʊt ʌp/","","To build something or place something somewhere.","Opus was not aware that a safety net had been put up.[cite: 20]","We put up a fence to keep the deer out of the garden.","They are putting up a new block of flats in the city center.","B1"
"AllEnglish::LEP::P050","window washer","","","Noun","","/ˈwɪn.dəʊ ˈwɒʃ.ər/","","A person whose job is to clean the windows of buildings, especially tall ones.","To protect some window washers that had been working on the building earlier that week.[cite: 20]","The window washer was suspended high above the street.","It takes courage to be a high-rise window washer.","B2"
"AllEnglish::LEP::P050","point out","","","Phrasal verb","","/pɔɪnt aʊt/","","To tell someone about some information, often because you believe they do not know it or have forgotten it.","Dr. Mills pointed out in his speech that a suicide is when someone sets out to die.[cite: 20]","I'd like to point out that we are already over budget.","She pointed out the mistakes in his essay.","B2"
"AllEnglish::LEP::P050","set out to","","","Phrasal verb","","/set aʊt tuː/","","To start an activity with a particular aim.","A suicide is when someone sets out to die, and does die.[cite: 20]","He set out to become the best chess player in the world.","We set out to discover the truth behind the legend.","B2"
"AllEnglish::LEP::P050","factor","","","Noun","","/ˈfæk.tər/","","A fact or situation that influences the result of something.","Even if the death is caused by another factor.[cite: 20]","Price was the deciding factor in their purchase.","Stress is a major contributing factor to many illnesses.","B2"
"AllEnglish::LEP::P050","certain death","","","Noun phrase","","/ˈsɜː.tən deθ/","","A situation in which dying is inevitable.","If Opus had been shot on the way to certain death nine stories below.[cite: 20]","The brave soldier charged into certain death to save his unit.","Without the parachute, it would have been certain death.","C1"
"AllEnglish::LEP::P050","existence","","","Noun","","/ɪɡˈzɪs.təns/","","The fact of something or someone existing.","Because of the existence of the net, the medical examiner decided he had a homicide.[cite: 20]","She didn't even know of the existence of her half-brother.","The existence of water on Mars is a fascinating discovery.","B2"
"AllEnglish::LEP::P050","prevent","","","Verb","","/prɪˈvent/","","To stop something from happening or someone from doing something.","The fact that it would have prevented his suicide.[cite: 20]","Seatbelts prevent serious injuries in car accidents.","The police tried to prevent the protesters from entering the building.","B1"
"AllEnglish::LEP::P050","homicide","","","Noun","","/ˈhɒm.ɪ.saɪd/","","The crime of killing a person; murder or manslaughter.","The medical examiner decided that he had a homicide on his hands.[cite: 20]","A homicide is a death caused by someone else.[cite: 20]","He was charged with criminal homicide.","C1"
"AllEnglish::LEP::P050","have something on one's hands","","","Idiom","","/hæv ˈsʌm.θɪŋ ɒn wʌnz hændz/","","To have a difficult situation or problem to deal with.","The medical examiner decided that he had a homicide on his hands.[cite: 20]","If we don't finish this project by Friday, we'll have a crisis on our hands.","The police realized they had a serial killer on their hands.","C1"
"AllEnglish::LEP::P050","intentionally","","","Adverb","","/ɪnˈten.ʃən.əl.i/","","In a planned or intended way.","A death caused by someone else either intentionally or unintentionally.[cite: 20]","I didn't intentionally break the vase; it was an accident.","He intentionally left his phone at home so he wouldn't be disturbed.","B2"
"AllEnglish::LEP::P050","unintentionally","","","Adverb","","/ʌn.ɪnˈten.ʃən.əl.i/","","In a way that is not planned or intended.","A death caused by someone else either intentionally or unintentionally.[cite: 20]","I unintentionally deleted the important file from the shared drive.","She unintentionally offended her host with that comment.","B2"
"AllEnglish::LEP::P050","manslaughter","","","Noun","","/ˈmænˌslɔː.tər/","","The crime of killing a person when the killer did not intend to do it or cannot be responsible for their actions.","Murder or manslaughter.[cite: 20]","Perhaps the father could have been prosecuted for manslaughter.[cite: 20]","He was convicted of involuntary manslaughter after the car crash.","C2"
