#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::P025","marathon","","","noun","","/ˈmær.ə.θən/","","A long-lasting or difficult task or activity of a specified kind.","After the marathon of P24 we have just one single episode for P25.[cite: 19]","Writing that essay felt like a marathon.","The negotiations were a marathon session.","B2"
"AllEnglish::LEP::P025","single","","","adjective","","/ˈsɪŋ.ɡəl/","","Only one; not one of several.","We have just one single episode for P25.[cite: 19]","He didn't say a single word.","I have a single question for you.","A2"
"AllEnglish::LEP::P025","certain","","","adjective","","/ˈsɜː.tən/","","Specific but not explicitly named or stated.","It was all about certain features of pronunciation.[cite: 19]","Certain people might disagree with this.","I have certain conditions before I sign.","B1"
"AllEnglish::LEP::P025","feature","","","noun","","/ˈfiː.tʃər/","","A distinctive attribute or aspect of something.","It was all about certain features of pronunciation.[cite: 19]","The new smartphone has many advanced features.","Her eyes are her best feature.","B2"
"AllEnglish::LEP::P025","non-standard","","","adjective","","/ˌnɒnˈstæn.dəd/","","Not conforming in pronunciation, grammar, or vocabulary to the usage characteristic of educated native speakers.","You often find these in 'non-standard' accents in England.[cite: 19]","He uses a lot of non-standard grammar.","The dialect is considered non-standard.","C1"
"AllEnglish::LEP::P025","accent","","","noun","","/ˈæk.sənt/","","A distinctive mode of pronunciation of a language, especially one associated with a particular nation, locality, or social class.","You often find them in 'non-standard' accents in England.[cite: 19]","She has a strong French accent.","He tried to imitate a Scottish accent.","B1"
"AllEnglish::LEP::P025","promise","","","verb","","/ˈprɒm.ɪs/","","To assure someone that one will definitely do, give, or arrange something.","I promised in that episode that I would do a premium episode.[cite: 19]","I promise I won't tell anyone.","He promised to return the book tomorrow.","A2"
"AllEnglish::LEP::P025","outline","","","verb","","/ˈaʊt.laɪn/","","To give a summary of something.","All the pronunciation features I outlined in episode 682 of LEP.[cite: 19]","She outlined the main points of the proposal.","The manager outlined our new strategy.","B2"
"AllEnglish::LEP::P025","overview","","","noun","","/ˈəʊ.və.vjuː/","","A general review or summary of a subject.","Here's an overview of the features we're going to play with.[cite: 19]","The document provides a brief overview of the project.","Let me give you an overview of the situation.","B2"
"AllEnglish::LEP::P025","play with","","","phrasal verb","","/pleɪ wɪð/","","To experiment with or explore something in a casual or creative way.","Here's an overview of the features we're going to play with.[cite: 19]","I've been playing with the new software all morning.","He likes to play with different musical styles.","B2"
"AllEnglish::LEP::P025","glottal stop","","","noun phrase","","/ˌɡlɒt.əl ˈstɒp/","","A consonant formed by the audible release of the airstream after complete closure of the glottis.","Glottal stop (Can you pass the butter?).[cite: 19]","The glottal stop is common in many British dialects.","He uses a glottal stop instead of a 't' sound.","C2"
"AllEnglish::LEP::P025","H drop","","","noun phrase","","/eɪtʃ drɒp/","","The omission of the initial 'h' sound in words, common in some English dialects.","H drop (Hello Harry).[cite: 19]","H drop is a prominent feature of the Cockney accent.","Many local speakers exhibit H dropping.","C2"
"AllEnglish::LEP::P025","loo","","","noun","informal","/luː/","","A toilet.","I've dropped me phone in the loo.[cite: 19]","Excuse me, where is the loo?","I need to go to the loo before we leave.","B1"
"AllEnglish::LEP::P025","ain't","","","verb","contraction, non-standard","/eɪnt/","","Am not, are not, is not, has not, or have not.","I ain't got time for this.[cite: 19]","We ain't even started yet.[cite: 19]","You ain't coming with us.[cite: 19]","B2"
"AllEnglish::LEP::P025","innit","","","contraction","slang","/ˈɪn.ɪt/","","Isn't it (used as a tag question to prompt agreement).","This is it, innit.[cite: 19]","This is the end of the episode, innit.[cite: 19]","Nice weather today, innit?","B2"
"AllEnglish::LEP::P025","make sense","","","idiom","","/meɪk sɛns/","","To be intelligible, justifiable, or practicable.","It will all make a lot more sense.[cite: 19]","His explanation didn't make any sense to me.","It makes sense to leave early to avoid traffic.","B1"
"AllEnglish::LEP::P025","familiar with","","","phrase","","/fəˈmɪl.i.ər wɪð/","","Having a good knowledge of something.","Mainly in a London accent (because that's what I'm more familiar with).[cite: 19]","Are you familiar with this software?","I am not familiar with the local customs.","B2"
