#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0985","ramble","verb","","ˈræmbəl","To talk at length in an aimless or confused way.","We rambled about his experiences of teaching English.","He tends to ramble when he gets nervous.","She rambled on for hours about her new job.","B2"
"AllEnglish::LEP::EP0985","have in common","phrase","","hæv ɪn ˈkɒmən","To share interests, experiences, or other characteristics with someone.","We have everything in common with each other.","I found out we have a lot in common.","They have nothing in common, yet they are best friends.","B2"
"AllEnglish::LEP::EP0985","come up with","phrasal verb","transitive","kʌm ʌp wɪð","To think of an idea or plan.","Martin came up with the idea of this episode.","She came up with a brilliant solution.","We need to come up with a new marketing strategy.","B2"
"AllEnglish::LEP::EP0985","watch out for","phrasal verb","transitive","wɒtʃ aʊt fɔː","To be careful to notice someone or something.","Watch out for loads of food-related vocabulary.","Watch out for ice on the roads today.","You need to watch out for pickpockets in this area.","B2"
"AllEnglish::LEP::EP0985","pick out","phrasal verb","transitive","pɪk aʊt","To choose or select someone or something from a group.","I picked out all of that food-related vocab.","She picked out a beautiful dress for the party.","Can you pick out your brother in this photo?","B2"
"AllEnglish::LEP::EP0985","go-to","adjective","","ˈɡəʊtuː","Used to describe the best person, thing, or place for a particular purpose or need.","It's your go-to choice.","He is my go-to guy for tech support.","Pizza is our go-to meal on Friday nights.","C1"
"AllEnglish::LEP::EP0985","comfort food","noun","uncountable","ˈkʌmfət fuːd","Food that provides consolation or a feeling of well-being.","It's like food that gives you a lovely kind of cuddle or hug.","Macaroni and cheese is my ultimate comfort food.","I crave comfort food when it's raining.","C1"
"AllEnglish::LEP::EP0985","fussy","adjective","","ˈfʌsi","Hard to please, especially regarding food.","She's a very fussy eater.","He is very fussy about how his coffee is made.","Don't be so fussy, just eat what's on your plate.","B2"
"AllEnglish::LEP::EP0985","picky","adjective","","ˈpɪki","Very careful or too careful about choosing or accepting things.","She's a very picky eater.","You can't afford to be too picky when looking for a job.","He's incredibly picky about his clothes.","B2"
"AllEnglish::LEP::EP0985","creepy","adjective","","ˈkriːpi","Producing a feeling of fear or unease.","Send us your descriptions of creepy experiences.","That old abandoned house is really creepy.","He gave me a creepy smile.","B2"
"AllEnglish::LEP::EP0985","paranormal","adjective","","ˌpærəˈnɔːməl","Denoting events or phenomena that are beyond the scope of normal scientific understanding.","Did you listen to the episode with all the paranormal experiences?","She loves watching shows about paranormal investigations.","They claim to have witnessed paranormal activity.","C1"
"AllEnglish::LEP::EP0985","supernatural","adjective","","ˌsuːpəˈnætʃərəl","Attributed to some force beyond scientific understanding or the laws of nature.","It could just be a strange experience that was supernatural.","He believes in ghosts and other supernatural beings.","The movie is a supernatural thriller.","C1"
"AllEnglish::LEP::EP0985","blatant","adjective","","ˈbleɪtənt","Done openly and unashamedly.","Obvious or blatant use of AI will count against you.","It was a blatant lie.","The whole thing was a blatant attempt to gain power.","C1"
"AllEnglish::LEP::EP0985","without further ado","phrase","","wɪðˈaʊt ˈfɜːðər əˈduː","With no more delay.","Without any further ado, let's get started.","And now, without further ado, let me introduce our speaker.","Without further ado, the show began.","C1"
"AllEnglish::LEP::EP0985","thematically","adverb","","θɪˈmætɪkli","In a way that relates to the subjects or themes of something.","Maybe they would be thematically linked.","The rooms in the museum are organised thematically.","The novel is thematically complex.","C1"
"AllEnglish::LEP::EP0985","blather on","phrasal verb","intransitive","ˈblæðər ɒn","To talk foolishly or at length without making much sense.","I won't blather on too much.","He just blathered on about his golf game.","Stop blathering on and get to the point.","C2"
"AllEnglish::LEP::EP0985","jump in","phrasal verb","intransitive","dʒʌmp ɪn","To interrupt a conversation.","I might jump in.","Feel free to jump in if you have a question.","She jumped in before he could finish his sentence.","B2"
"AllEnglish::LEP::EP0985","chip in","phrasal verb","intransitive","tʃɪp ɪn","To interrupt or contribute to a conversation.","Interviewers who chip in too much with their own comments.","Everyone chipped in with their opinions.","I'd like to chip in and add one more point.","C1"
"AllEnglish::LEP::EP0985","gesture","noun","countable","ˈdʒestʃə","An action performed to convey a feeling or intention.","I appreciate the gesture, Martin.","Sending flowers was a lovely gesture.","It was a small gesture of goodwill.","B2"
"AllEnglish::LEP::EP0985","ratio","noun","countable","ˈreɪʃiəʊ","The quantitative relation between two amounts.","What's the kind of ratio of food preparation in your house?","The school has a very high teacher-student ratio.","The ratio of men to women in the department is three to one.","B2"
"AllEnglish::LEP::EP0985","designated","adjective","","ˈdezɪɡneɪtɪd","Officially given a specified status or name.","When you are the designated food maker...","He was the designated driver for the night.","Please smoke only in designated areas.","C1"
"AllEnglish::LEP::EP0985","play it by ear","idiom","","pleɪ ɪt baɪ ɪə","To decide how to deal with a situation as it develops.","We'll play it by ear.","I don't have a strict itinerary; I prefer to play it by ear.","Let's just play it by ear and see how we feel later.","C1"
"AllEnglish::LEP::EP0985","minced","adjective","","mɪnst","(Of meat) cut up or ground into very small pieces.","Essentially minced beef and onion.","We need 500 grams of minced lamb.","She made a pie with minced meat.","B2"
