#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"LEP::EP-WALK-TALK-LONDOM","rambling","uuid-placeholder-1","uid-placeholder-1","adjective",""," /ˈræmblɪŋ/","","(of writing or speech) lengthy and confused or inconsequential.","It's a rambling episode in both senses of the word.","He went off on a long rambling monologue.","The letter was long and rambling.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","hence","uuid-placeholder-2","uid-placeholder-2","adverb",""," /hens/","","as a consequence; for this reason.","I'll talk to you in English, of course, throughout the entire thing, hence the title, Walk and Talk London.","The roads were covered in ice; hence it was not safe to drive.","He's just got a pay rise, hence the new car.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","hang out with","uuid-placeholder-3","uid-placeholder-3","phrasal verb",""," /hæŋ aʊt wɪð/","","to spend time relaxing or socializing informally.","This is just a chance for you to hang out with me in London for an hour or so.","I like to hang out with my friends at the weekend.","Do you want to hang out after work?","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B1"
"LEP::EP-WALK-TALK-LONDOM","this and that","uuid-placeholder-4","uid-placeholder-4","idiom",""," /ðɪs ənd ðæt/","","various unspecified things.","I'll chat to you about this and that along the way.","We spent the afternoon talking about this and that.","He's been busy doing this and that all day.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","inside knowledge","uuid-placeholder-5","uid-placeholder-5","noun phrase",""," /ɪnˈsaɪd ˈnɒlɪdʒ/","","special information about a situation that is not known by many people.","I got some really great bits of inside knowledge and tips for what to do there.","He has some inside knowledge of the company's plans.","Thanks to her inside knowledge, we made a good investment.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","insights","uuid-placeholder-6","uid-placeholder-6","noun","plural"," /ˈɪnsaɪts/","","a clear, deep, and sometimes sudden understanding of a complicated problem or situation.","If you listen to it, you can get insights into how Londoners like to enjoy their city.","The book provides some fascinating insights into the author's life.","Her analysis was full of valuable insights.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","companion episode","uuid-placeholder-7","uid-placeholder-7","noun phrase",""," /kəmˈpæniən ˈepɪsəʊd/","","an episode of a show that is intended to be enjoyed with another piece of content.","I think it's a good companion episode to this video.","This podcast is a companion episode to the documentary.","They released a companion episode with extra interviews.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","while you're at it","uuid-placeholder-8","uid-placeholder-8","idiom",""," /waɪl jɔːr æt ɪt/","","at the same time as you are doing something else.","...why not listen to it and subscribe to the audio version of Luke's English Podcast while you're at it.","Could you get me a glass of water while you're at it?","If you're going to the shop, you could get some bread while you're at it.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","hang around","uuid-placeholder-9","uid-placeholder-9","phrasal verb",""," /hæŋ əˈraʊnd/","","to wait or spend time somewhere, usually without doing very much.","Usually I don't hang around, I just get on another train.","We hung around the station for an hour waiting for the train.","Stop hanging around and do something useful!","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B1"
"LEP::EP-WALK-TALK-LONDOM","winds its way","uuid-placeholder-10","uid-placeholder-10","verb phrase",""," /waɪndz ɪts weɪ/","","(of a road, river, etc.) to have a lot of bends or curves.","There's the River Thames that winds its way through the centre of the city.","The path winds its way through the forest.","The river winds its way down to the sea.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","parked up","uuid-placeholder-11","uid-placeholder-11","phrasal verb",""," /pɑːkt ʌp/","","(informal) parked a vehicle.","I parked up the bike, and then you'll see that my walking tour starts here.","He parked up outside the cafe.","We parked up and went for a walk.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","drop in on","uuid-placeholder-12","uid-placeholder-12","phrasal verb",""," /drɒp ɪn ɒn/","","to make a short visit to someone, usually without arranging it first.","...maybe drop in on the King, have a cup of tea or something.","Let's drop in on my parents on our way home.","I thought I'd drop in on you while I was in the area.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","iconic","uuid-placeholder-13","uid-placeholder-13","adjective",""," /aɪˈkɒnɪk/","","very famous or popular, especially being considered to represent particular opinions or a particular time.","So yes, into Trafalgar Square here, an iconic tourist attraction.","The Eiffel Tower is an iconic landmark.","She is an iconic figure in the world of fashion.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","get run over","uuid-placeholder-14","uid-placeholder-14","phrasal verb",""," /get rʌn ˈəʊvə(r)/","","to be hit by a vehicle.","I'm about to get run over by a bus.","Look both ways before you cross the road, or you might get run over.","Their dog was nearly run over by a car.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B1"
"LEP::EP-WALK-TALK-LONDOM","trip down memory lane","uuid-placeholder-15","uid-placeholder-15","idiom",""," /trɪp daʊn ˈmeməri leɪn/","","an occasion when people remember or talk about things that happened in the past.","Maybe you've already been there, and this will be a pleasant trip down memory lane.","Looking at old photographs is a real trip down memory lane.","The school reunion was a trip down memory lane for everyone.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","without further ado","uuid-placeholder-16","uid-placeholder-16","idiom",""," /wɪˈðaʊt ˈfɜːðər əˈduː/","","without wasting more time; immediately.","But now, without further ado, let's begin this walk and talk episode.","And now, without further ado, I'd like to introduce our guest speaker.","Without further ado, let's get started.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","buskers","uuid-placeholder-17","uid-placeholder-17","noun","plural"," /ˈbʌskəz/","","people who play music or other entertainment in the street for money.","You can get lots of buskers here.","There was a group of buskers playing in the town square.","She started her career as a busker.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","merry-go-round","uuid-placeholder-18","uid-placeholder-18","noun",""," /ˈmeri gəʊ raʊnd/","","a large machine at a fairground that turns around and has model animals or cars for people to ride on.","Here's a big merry-go-round, a merry-go-round, yes, for the kids.","The children love riding on the merry-go-round.","Life is like a merry-go-round, full of ups and downs.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","hand-battered","uuid-placeholder-19","uid-placeholder-19","adjective",""," /hænd ˈbætəd/","","(of food) coated in a mixture of flour, egg, and milk by hand before being cooked.","...freshly hand-battered fish and chips out of a van.","The restaurant is famous for its hand-battered onion rings.","I prefer hand-battered fish to the frozen kind.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","vibrant","uuid-placeholder-20","uid-placeholder-20","adjective",""," /ˈvaɪbrənt/","","full of energy and life.","It's such a busy and vibrant place, the South Bank.","London is a vibrant, multicultural city.","The room was decorated in vibrant colours.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","refurbished","uuid-placeholder-21","uid-placeholder-21","verb","past participle"," /ˌriːˈfɜːbɪʃt/","","renovated and redecorated to make something look new again.","It got kind of refurbished, when was it? Around the time of the millennium.","The hotel has been completely refurbished.","They live in a newly refurbished apartment.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","repaved","uuid-placeholder-22","uid-placeholder-22","verb","past participle"," /ˌriːˈpeɪvd/","","covered a surface, such as a road, with a new layer of material.","...they kind of repaved the embankment...","The council has repaved several streets in the city centre.","The old courtyard was repaved with new stones.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","embankment","uuid-placeholder-23","uid-placeholder-23","noun",""," /ɪmˈbæŋkmənt/","","a wall or bank of earth or stone built to prevent a river from flooding an area.","...they kind of repaved the embankment...","We walked along the river embankment at sunset.","The railway line runs along the top of an embankment.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","skyline","uuid-placeholder-24","uid-placeholder-24","noun",""," /ˈskaɪlaɪn/","","the outline of buildings, trees, hills, etc. seen against the sky.","...at the top you get a great view of the London skyline and beyond.","The New York skyline is famous all over the world.","The sun set behind the city skyline.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","bound to be","uuid-placeholder-25","uid-placeholder-25","idiom",""," /baʊnd tuː biː/","","certain or very likely to be.","Now it's bound to be noisy, everyone. It's bound to be noisy.","If you're going to visit these sort of popular places then there's going to be a lot of activity around.","It's bound to rain tomorrow.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","disorienting","uuid-placeholder-26","uid-placeholder-26","adjective",""," /dɪsˈɔːriəntɪŋ/","","making someone confused about where they are or what is happening.","I expect for some of you listening that might be a bit disorienting.","Waking up in a strange room can be disorienting.","The loud noise and flashing lights were disorienting.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","immersive","uuid-placeholder-27","uid-placeholder-27","adjective",""," /ɪˈmɜːsɪv/","","seeming to surround the audience or player so that they feel fully involved in the experience.","Other people find it immersive and makes it an interesting listening experience.","The new video game offers a truly immersive experience.","She enjoys immersive theatre productions.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","sitting on this footage","uuid-placeholder-28","uid-placeholder-28","idiom",""," /ˈsɪtɪŋ ɒn ðɪs ˈfʊtɪdʒ/","","to have video recordings and not use or release them for a long time.","I've been sitting on this footage.","The director has been sitting on the footage for months, waiting for the right time to release it.","Why are they sitting on this footage instead of showing it to the public?","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C2"
"LEP::EP-WALK-TALK-LONDOM","losing your mind","uuid-placeholder-29","uid-placeholder-29","idiom",""," /ˈluːzɪŋ jɔː maɪnd/","","going crazy.","...just so that you don't think that you're losing your mind or I'm losing my mind.","I feel like I'm losing my mind with all this work.","He must be losing his mind to do something so stupid.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","unconventional","uuid-placeholder-30","uid-placeholder-30","adjective",""," /ˌʌnkənˈvenʃənl/","","different from what is usual or from the way most people do things.","It's just a question of whether you can explain your unconventional use of grammar.","He has an unconventional approach to teaching.","Her unconventional lifestyle has often been criticised.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","deserted","uuid-placeholder-31","uid-placeholder-31","adjective",""," /dɪˈzɜːtɪd/","","(of a place) empty of people.","But all the reports in the news say that Paris is empty, it's deserted.","The streets were deserted.","It's a deserted old town.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","sceptical","uuid-placeholder-32","uid-placeholder-32","adjective",""," /ˈskeptɪkl/","","not easily convinced; having doubts or reservations.","I think everyone's a bit sceptical now.","I'm a bit sceptical about his chances of success.","She has a sceptical attitude towards modern art.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","over it","uuid-placeholder-33","uid-placeholder-33","idiom",""," /ˈəʊvər ɪt/","","no longer interested in, worried about, or excited by something.","Everyone's over it, right? The Olympics.","They broke up a month ago and she's completely over it now.","I used to love that band, but I'm over it.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","jaded","uuid-placeholder-34","uid-placeholder-34","adjective",""," /ˈdʒeɪdɪd/","","bored or lacking enthusiasm, typically after having had too much of something.","Maybe what I'm saying is it's become a little bit jaded because of corruption.","He became jaded after years of working in the same job.","The band's music has become tired and jaded.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","corruption","uuid-placeholder-35","uid-placeholder-35","noun",""," /kəˈrʌpʃn/","","dishonest or illegal behaviour, especially by powerful people.","...it's become a little bit jaded because of corruption.","The government is trying to tackle corruption.","He was arrested on charges of corruption.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","profitable","uuid-placeholder-36","uid-placeholder-36","adjective",""," /ˈprɒfɪtəbl/","","making or likely to make a profit.","It's not really that profitable for most normal people.","The company has had a profitable year.","It was a highly profitable business venture.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","artificial limbs","uuid-placeholder-37","uid-placeholder-37","noun phrase",""," /ˌɑːtɪˈfɪʃl lɪmz/","","prosthetic devices that replace missing arms or legs.","...perhaps when they're using artificial limbs.","After the accident, he had to learn to walk with an artificial limb.","The technology for artificial limbs has improved dramatically.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","overwhelming","uuid-placeholder-38","uid-placeholder-38","adjective",""," /ˌəʊvəˈwelmɪŋ/","","very great or very strong; so powerful that you cannot resist it or decide how to react.","It's a bit overwhelming.","The evidence against him was overwhelming.","She felt an overwhelming sense of relief.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","touristy","uuid-placeholder-39","uid-placeholder-39","adjective","informal"," /ˈtʊərɪsti/","","disapprovingly popular with tourists.","Why did I choose to walk down the most touristy part of London?","We avoided the touristy restaurants and ate where the locals do.","The shop was full of touristy souvenirs.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B1"
"LEP::EP-WALK-TALK-LONDOM","so on and so forth","uuid-placeholder-40","uid-placeholder-40","idiom",""," /səʊ ɒn ənd səʊ fɔːθ/","","used at the end of a list to indicate that you could continue to give more examples.","Southwark on the other side of the river down there. And so on and so forth.","The shop sells books, magazines, stationery, and so on and so forth.","He talked about his childhood, his education, his career, and so on and so forth.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","metropolis","uuid-placeholder-41","uid-placeholder-41","noun",""," /məˈtrɒpəlɪs/","","a very large and busy city.","...all stuck together to form one big metropolis.","London is a bustling metropolis.","Tokyo is one of the world's most populous metropolises.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","irritating","uuid-placeholder-42","uid-placeholder-42","adjective",""," /ˈɪrɪteɪtɪŋ/","","making you feel annoyed.","Having to walk through crowds of people, it's just so irritating.","I find his constant complaining very irritating.","It's an irritating habit.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM B2"
"LEP::EP-WALK-TALK-LONDOM","off the beaten track","uuid-placeholder-43","uid-placeholder-43","idiom",""," /ɒf ðə ˈbiːtn træk/","","in a place where few people go, far from main roads and towns.","I need to get off the beaten track.","We found a lovely little restaurant off the beaten track.","He enjoys travelling to places that are off the beaten track.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
"LEP::EP-WALK-TALK-LONDOM","ministries","uuid-placeholder-44","uid-placeholder-44","noun","plural"," /ˈmɪnɪstriz/","","government departments headed by a minister of state.","...lots of government ministries are based.","These buildings are government buildings and different ministries.","He works for the Ministry of Defence.","LEP-English::2025.08.07 LEP-English::EP-WALK-TALK-LONDOM C1"
