#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0861","quiz master","","","noun","","kwɪz ˈmɑːstə","","A person who asks the questions and organizes a quiz.","Steven is the quiz master for this episode.","The quiz master read out the final tie-breaker question.","He acted as the quiz master for the local charity event.","B2"
"AllEnglish::LEP::EP0861","chronological order","","","noun phrase","","ˌkrɒnəˈlɒdʒɪkl ˈɔːdə","","The arrangement of things following one after another in time.","The questions are arranged roughly in chronological order.","Please list the historical events in chronological order.","The books were shelved in chronological order of publication.","B2"
"AllEnglish::LEP::EP0861","caveat","","","noun","","ˈkæviæt","","A warning or proviso of specific stipulations, conditions, or limitations.","I need to add a caveat to my answer: I haven't watched the news much lately.","There is a caveat to this deal; you must sign a two-year contract.","One important caveat is that the data is only from 2020.","C1"
"AllEnglish::LEP::EP0861","digest","","","noun","","ˈdaɪdʒest","","A compilation or summary of material or information.","I read a digest of the week's news to stay informed.","The magazine provides a digest of recent scientific discoveries.","She writes a monthly digest for the company newsletter.","C1"
"AllEnglish::LEP::EP0861","osmosis","","","noun","","ɒzˈməʊsɪs","","The process of gradual or unconscious assimilation of ideas, knowledge, etc.","You should be able to get the answers just from osmosis if you live in the world.","I learned Spanish by osmosis while living in Madrid.","Children often learn social rules by osmosis.","C2"
"AllEnglish::LEP::EP0861","arbitrary","","","adjective","","ˈɑːbɪtrəri","","Based on random choice or personal whim, rather than any reason or system.","That was just an arbitrary amount of time I came up with.","The decision to close the park seemed arbitrary.","Arbitrary rules can be frustrating for employees.","C1"
"AllEnglish::LEP::EP0861","riot","","","noun","","ˈraɪət","","A violent disturbance of the peace by a crowd.","There was a riot in the country's Congress buildings.","Police were called to quell the riot.","The protest turned into a riot after dark.","B2"
"AllEnglish::LEP::EP0861","rigged","","","adjective","","rɪgd","","Managed or conducted fraudulently so as to produce a result or situation that is advantageous to a particular person.","Fans claimed the election was rigged.","The game felt rigged from the start.","He complained that the competition was rigged against him.","C1"
"AllEnglish::LEP::EP0861","storm","","","verb","","stɔːm","","To move angrily or forcefully in a specified direction; to attack and capture.","Supporters stormed the Congress buildings.","Troops stormed the fortress at dawn.","She stormed out of the room in a rage.","C1"
"AllEnglish::LEP::EP0861","incumbent","","","adjective","","ɪnˈkʌmbənt","","Currently holding office.","The incumbent president was voted out.","The incumbent mayor faces a tough re-election battle.","It is difficult to unseat an incumbent senator.","C2"
"AllEnglish::LEP::EP0861","epicenter","","","noun","","ˈepɪsentə","","The point on the earth's surface vertically above the focus of an earthquake.","The epicenter of the earthquake was near the border.","The city was at the epicenter of the crisis.","Scientists located the epicenter quickly.","C1"
"AllEnglish::LEP::EP0861","aftershock","","","noun","","ˈɑːftəʃɒk","","A smaller earthquake following the main shock of a large earthquake.","There were many aftershocks following the main quake.","Residents are terrified of further aftershocks.","The aftershocks continued for weeks.","B2"
"AllEnglish::LEP::EP0861","cringy","","","adjective","slang","ˈkrɪndʒi","","Causing feelings of embarrassment or awkwardness.","This was my cringiest moment of 2023.","His attempt at dancing was really cringy.","I have a cringy memory from high school.","C1"
"AllEnglish::LEP::EP0861","tear gas","","","noun","","ˈtɪə gæs","","Gas that causes severe irritation to the eyes, used in riot control.","The police fired tear gas from a distance.","Protesters were dispersed with tear gas.","The smell of tear gas hung in the air.","C1"
"AllEnglish::LEP::EP0861","take matters into one's own hands","","","idiom","","teɪk ˈmætəz ˈɪntuː wʌnz əʊn hændz","","To deal with a problem oneself because others have failed to do so.","People take matters into their own hands when the government fails to act.","The residents took matters into their own hands and repaired the road.","He decided to take matters into his own hands and confront the thief.","C1"
"AllEnglish::LEP::EP0861","whinge","","","verb","British informal","wɪndʒ","","To complain persistently and in a peevish or irritating way.","We just go home and have a bit of a whinge about it.","Stop whingeing about the weather.","He's always whingeing about his job.","C1"
"AllEnglish::LEP::EP0861","populous","","","adjective","","ˈpɒpjələs","","Having a large population; densely populated.","India is now the most populous country in the world.","China was previously the most populous nation.","It is one of the most populous cities in the region.","C1"
"AllEnglish::LEP::EP0861","densely populated","","","adjective phrase","","ˈdensli ˈpɒpjʊleɪtɪd","","Containing a lot of people in a small area.","India is incredibly densely populated.","Monaco is the most densely populated country.","Urban areas are usually densely populated.","B2"
"AllEnglish::LEP::EP0861","level off","","","phrasal verb","","ˈlevl ɒf","","To stop increasing or decreasing and stay constant.","China's population has leveled off.","Prices have finally leveled off after the surge.","The plane leveled off at 30,000 feet.","C1"
"AllEnglish::LEP::EP0861","paramilitary","","","adjective/noun","","ˌpærəˈmɪlɪtri","","Organized similarly to a military force.","The army started to fight with a major paramilitary group.","Paramilitary police were sent to the area.","It is an illegal paramilitary organization.","C2"
"AllEnglish::LEP::EP0861","artillery","","","noun","","ɑːˈtɪləri","","Large-caliber guns used in warfare on land.","They have lots of guns and artillery.","The sound of heavy artillery could be heard.","The regiment is equipped with modern artillery.","C2"
"AllEnglish::LEP::EP0861","palatable","","","adjective","","ˈpælətəbl","","(Of an action or proposal) acceptable or satisfactory; (of food) pleasant to taste.","Mpox is a slightly more palatable name than Monkeypox.","The compromise was not palatable to the union.","The meal was barely palatable.","C2"
"AllEnglish::LEP::EP0861","parasite","","","noun","","ˈpærəsaɪt","","An organism that lives in or on an organism of another species (its host) and benefits by deriving nutrients at the other's expense.","Malaria is caused by a parasite.","Fleas are common parasites on dogs.","He called his brother a parasite for living off their parents.","C1"
"AllEnglish::LEP::EP0861","host","","","noun","biology","həʊst","","An animal or plant on or in which a parasite or commensal organism lives.","The mosquito and human are hosts for the parasite.","The virus requires a host cell to replicate.","Pigs are often hosts for tapeworms.","C1"
"AllEnglish::LEP::EP0861","rudimentary","","","adjective","","ˌruːdɪˈmentri","","Involving or limited to basic principles; of or relating to an immature, undeveloped, or basic form.","It was a more rudimentary, old-style pizza.","They have only a rudimentary knowledge of English.","The equipment was quite rudimentary.","C1"
"AllEnglish::LEP::EP0861","franchise","","","noun","","ˈfræntʃaɪz","","A collection of related media in which several derivative works have been produced from an original work (e.g., films, toys).","Barbie was previously a sort of retrograde toy franchise.","The Star Wars franchise is worth billions.","They plan to reboot the franchise.","C1"
"AllEnglish::LEP::EP0861","retrograde","","","adjective","","ˈretrəgreɪd","","Directed or moving backward; reverting to an inferior or earlier state.","The toy franchise was seen as quite retrograde.","This policy is a retrograde step for the company.","His views on women are retrograde.","C2"
"AllEnglish::LEP::EP0861","box office","","","noun","","bɒks ˈɒfɪs","","The place at a cinema or theatre where tickets are sold; used to refer to the commercial success of a movie, play, or actor.","What was the biggest box office hit of 2023?","The film was a box office disaster.","She is a huge box office draw.","B2"
