#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:10

AllEnglish::LEP::EP0987,"derail","verb","intransitive / transitive","/diːˈreɪl/","To cause a process or plan to fail or change direction abruptly.","We have a plan for this episode, but things can easily derail.","The scandal derailed his political career.","Don't let this minor setback derail your progress.","C1"
AllEnglish::LEP::EP0987,"fodder","noun","uncountable","/ˈfɒdə(r)/","Material used for a particular purpose; food for animals.","This book of facts will be good podcast fodder.","The politicians' mistakes are great fodder for comedians.","He uses his personal life as fodder for his novels.","C1"
AllEnglish::LEP::EP0987,"confer","verb","intransitive","/kənˈfɜː(r)/","To discuss something with someone in order to make a decision.","You can confer and discuss your answer together.","The doctors conferred before making a diagnosis.","I need to confer with my lawyer before signing.","C1"
AllEnglish::LEP::EP0987,"perish","verb","intransitive","/ˈperɪʃ/","To die, especially in a sudden or violent way.","The idea being that they might perish during the episode.","Hundreds of people perished in the earthquake.","Without water, the plants will quickly perish.","C1"
AllEnglish::LEP::EP0987,"decompose","verb","intransitive","/ˌdiːkəmˈpəʊz/","To decay or break down into basic elements.","When your skin has decomposed, it will just be you as a skull.","Leaves slowly decompose into the soil.","The chemical decomposes rapidly when exposed to heat.","B2"
AllEnglish::LEP::EP0987,"residency","noun","countable","/ˈrezɪdənsi/","A period of time when an artist or performer works in one place.","They did their residencies in the early days before they were famous.","The band has a summer residency in Las Vegas.","She completed her medical residency at the local hospital.","B2"
AllEnglish::LEP::EP0987,"seedy","adjective",""," /ˈsiːdi/","Looking dirty and unpleasant, often associated with immoral behavior.","The red light district is full of seedy clubs.","He stayed in a seedy hotel near the train station.","The film explores the seedy underworld of the city.","C1"
AllEnglish::LEP::EP0987,"bonkers","adjective","informal","/ˈbɒŋkəz/","Completely crazy or mad.","Some popes in history have been absolutely bonkers.","You must be bonkers to go swimming in this weather.","The whole situation has gone completely bonkers.","B2"
AllEnglish::LEP::EP0987,"shun","verb","transitive","/ʃʌn/","To deliberately avoid or ignore someone or something.","The Pope's comments caused followers to shun or kill cats.","She was shunned by her community after the scandal.","He has always shunned the media spotlight.","C1"
AllEnglish::LEP::EP0987,"inadvertently","adverb","","/ˌɪnədˈvɜːtntli/","Without intention; accidentally.","This led inadvertently to the spread of the black plague.","I inadvertently deleted the wrong file from my computer.","They inadvertently revealed the secret to the press.","C1"
