#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0877","summit","","","noun","","ˈsʌmɪt","","A meeting or conference, typically one attended by experts or leaders.","The advanced English Summit is a series of 10 workshops.","World leaders attended the summit in Geneva.","The summit focused on climate change issues.","C1"
"AllEnglish::LEP::EP0877","stare","","","verb","","steə","","To look fixedly or vacantly at someone or something with one's eyes wide open.","My talk is called how to really learn vocabulary and not just stare at word lists.","Don't stare at people; it's rude.","He sat staring into space for hours.","B2"
"AllEnglish::LEP::EP0877","appropriacy","","","noun","","əˈprəʊpriəsi","","The quality of being suitable or proper in the circumstances.","You're marked for your range of vocab and also appropriacy.","The appropriacy of his remarks was questioned.","Language learners need to understand the appropriacy of different registers.","C2"
"AllEnglish::LEP::EP0877","nuance","","","noun","","ˈnjuːɑːns","","A subtle difference in or shade of meaning, expression, or sound.","It allows you to express different nuances.","He understood the nuances of the argument.","The translation missed the nuances of the original text.","C1"
"AllEnglish::LEP::EP0877","precision","","","noun","","prɪˈsɪʒn","","The quality, condition, or fact of being exact and accurate.","By the time you get to C1, you can speak with much more precision.","The work was done with great precision.","Precision is important in legal writing.","C1"
"AllEnglish::LEP::EP0877","differentiator","","","noun","","ˌdɪfəˈrenʃieɪtə","","A feature or attribute that distinguishes an organization or product from its competitors (or levels of skill).","Vocabulary is one of the big differentiators between levels.","Quality is our main differentiator in the market.","Price is a key differentiator for many customers.","C1"
"AllEnglish::LEP::EP0877","abstract","","","adjective","","ˈæbstrækt","","Existing in thought or as an idea but not having a physical or concrete existence.","That's where you start talking about more abstract things.","He has difficulty with abstract concepts.","Beauty is an abstract idea.","B2"
"AllEnglish::LEP::EP0877","draw upon","","","phrasal verb","","drɔː əˈpɒn","","To use or exploit a supply of something that is available to you.","That's where you really need to be able to draw upon a wide range of vocab.","She drew upon her experience to solve the problem.","The writer draws upon his childhood memories.","C1"
"AllEnglish::LEP::EP0877","lexical approach","","","noun phrase","linguistics","ˈleksɪkl əˈprəʊtʃ","","A method of teaching foreign languages based on the idea that language consists of meaningful chunks or collocations.","The lexical approach is a good way of looking at learning English.","He is a strong proponent of the lexical approach.","The lexical approach focuses on vocabulary more than grammar rules.","C2"
"AllEnglish::LEP::EP0877","richness","","","noun","","ˈrɪtʃnəs","","The quality of being pleasingly deep or strong; having a lot of something.","One of the things I love about English vocabulary is the richness of it.","The richness of the soil made it good for farming.","She admired the richness of the fabric.","B2"
"AllEnglish::LEP::EP0877","dimension","","","noun","","daɪˈmenʃn","","A measurable extent of some kind, such as length, breadth, depth, or height; an aspect or feature.","Words have got so many dimensions: meaning, form, spelling, and sound.","There is a political dimension to this problem.","We need to consider every dimension of the project.","B2"
"AllEnglish::LEP::EP0877","pejorative","","","adjective","","pɪˈdʒɒrətɪv","","Expressing contempt or disapproval.","Does the word have a sort of pejorative feel to it?","He used the word in a pejorative sense.","'Hacker' is not always a pejorative term.","C2"
