#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
AllEnglish::LEP::EP0930,"condone","","","verb","","kənˈdəʊn","","To accept or allow behavior that is considered morally wrong or offensive.","I do not condone the eating of cats, okay?","The school does not condone bullying of any kind.","She could not condone his actions, even though she understood his motives.","C2"
AllEnglish::LEP::EP0930,"peckish","","","adj","","ˈpɛkɪʃ","","Slightly hungry.","Even if you're feeling really peckish, just do not eat anyone's cat.","I'm feeling a bit peckish; shall we get a snack?","By 11 am, I was already getting peckish.","C1"
AllEnglish::LEP::EP0930,"horrendous","","","adj","","hɒˈrɛndəs","","Extremely unpleasant, horrifying, or terrible.","I think the idea of eating a cat would probably be completely horrendous for most people.","The traffic this morning was horrendous.","They suffered horrendous injuries in the accident.","C1"
AllEnglish::LEP::EP0930,"bizarre","","","adj","","bɪˈzɑː","","Very strange or unusual.","This episode is all about the often bizarre and funny questions that people commonly input into Google.","It was a bizarre situation that no one could explain.","She wore a bizarre outfit to the party.","B2"
AllEnglish::LEP::EP0930,"generic","","","adj","","dʒəˈnɛrɪk","","Characteristic of or relating to a class or category of things; not specific.","I just bought myself a coffee from my local generic coffee place.","The doctor prescribed a generic drug instead of the brand name.","His speech was full of generic statements.","C1"
AllEnglish::LEP::EP0930,"succinct","","","adj","","səkˈsɪŋkt","","Briefly and clearly expressed.","There you go, a very succinct summary of the episode.","Please keep your answers succinct and to the point.","She gave a succinct explanation of the problem.","C2"
AllEnglish::LEP::EP0930,"deep cut","","","noun","","diːp kʌt","","(Informal) A song or piece of work that is not well-known.","Actually, years ago, I did a similar episode, number 151, a deep cut from deep in the archives of Luke's English Podcast.","That song is a real deep cut from their 1980s album.","Only true fans will recognize this deep cut.","C2"
AllEnglish::LEP::EP0930,"as per usual","","","phrase","","æz pɜː ˈjuːʒʊəl","","As is the usual case.","Yes, there is a PDF available for this as per usual.","He was late, as per usual.","The meeting started late, as per usual.","B2"
AllEnglish::LEP::EP0930,"hydrate","","","verb","","haɪˈdreɪt","","To supply with ample fluid or moisture.","I need to set a 30-minute timer, of course, in order to make sure that I hydrate myself.","It is important to hydrate during exercise.","Drink plenty of water to hydrate your body.","C1"
AllEnglish::LEP::EP0930,"intellectually stimulating","","","collocation","","ˌɪntəˈlɛktjʊəli ˈstɪmjʊleɪtɪŋ","","Encouraging thought and new ideas; interesting and exciting.","I do want something quite intellectually stimulating, which is a slightly odd combination.","She found the course intellectually stimulating.","We had an intellectually stimulating conversation about politics.","C2"
AllEnglish::LEP::EP0930,"ride that fine line","","","idiom","","raɪd ðæt faɪn laɪn","","To try to balance two very different things.","I'm always attempting to ride that fine line between stupid and clever.","He rides a fine line between confidence and arrogance.","The movie rides the fine line between comedy and tragedy.","C2"
AllEnglish::LEP::EP0930,"rambling","","","adj","","ˈræmblɪŋ","","Lengthy and confused or inconsequential.","That's the normal stuff that I ramble about.","He gave a long, rambling speech.","Her letter was rambling and hard to follow.","C1"
AllEnglish::LEP::EP0930,"get to the heart of","","","idiom","","ɡɛt tuː ðə hɑːt ɒv","","To reach the most essential aspect of something.","While also somehow getting right to the heart of the human condition.","Let's get to the heart of the matter.","The documentary really gets to the heart of the issue.","C2"
AllEnglish::LEP::EP0930,"tackle","","","verb","","ˈtækəl","","To make a determined effort to deal with a difficult task.","Let's see what kind of language comes up as I attempt to tackle some of the weirdest questions.","We need to tackle this problem immediately.","The government is trying to tackle unemployment.","B2"
AllEnglish::LEP::EP0930,"queries","","","noun","","ˈkwɪəriz","","Questions, especially those addressed formally.","Describing general problems or typical queries that people have.","If you have any queries, please contact us.","The help desk handles hundreds of queries daily.","C1"
AllEnglish::LEP::EP0930,"reasonable","","","adj","","ˈriːznəbəl","","Fair and appropriate.","Some of these questions aren't really that ridiculous. They're quite reasonable, really, in many cases.","It seems like a reasonable request.","We offer quality products at reasonable prices.","B1"
AllEnglish::LEP::EP0930,"autocompletes","","","noun","","ˌɔːtəʊkəmˈpliːts","","A software function that predicts and completes words or phrases as you type.","Google autocompletes. I'm sure you're aware of that.","The autocomplete feature can sometimes suggest funny things.","I turned off autocomplete because it was annoying.","C1"
AllEnglish::LEP::EP0930,"nipples","","","noun","","ˈnɪpəlz","","Small projections near the center of the chest.","Why do men have nipples?","Mammals feed their young through nipples.","He was embarrassed by his nipples showing through his shirt.","B2"
AllEnglish::LEP::EP0930,"breastfeeding","","","noun","","ˈbrɛstfiːdɪŋ","","Feeding a baby with milk from the breast.","Women obviously have nipples for breastfeeding.","Breastfeeding is recommended for the first six months.","She had difficulties with breastfeeding at first.","C1"
AllEnglish::LEP::EP0930,"stream of consciousness","","","noun","","striːm ɒv ˈkɒnʃəsnɪs","","Continuous flow of a person's thoughts and conscious reactions.","Some questions could lead to some interesting streams of consciousness.","The novel is written in a stream of consciousness style.","His speech was just a stream of consciousness.","C2"
AllEnglish::LEP::EP0930,"fodder","","","noun","","ˈfɒdə","","Material that is used for a particular purpose.","Good fodder for listening practice for learning English.","The scandal provided fodder for the tabloids.","His experiences served as fodder for his novels.","C2"
AllEnglish::LEP::EP0930,"speculate","","","verb","","ˈspɛkjʊleɪt","","To form a theory without firm evidence.","I'll be speculating about them and making up my own answer without actually knowing the truth.","We can only speculate on the reasons for his departure.","Scientists speculate that there may be life on other planets.","C1"
AllEnglish::LEP::EP0930,"coherent","","","adj","","kəʊˈhɪərənt","","Logical and consistent.","Producing something coherent, meaning something understandable.","He was unable to give a coherent account of the accident.","The essay lacks a coherent argument.","C1"
AllEnglish::LEP::EP0930,"cohesive","","","adj","","kəʊˈhiːsɪv","","United and working together effectively.","Producing something cohesive, meaning well organised, well put together.","The team needs to be more cohesive.","A cohesive society is built on shared values.","C1"
AllEnglish::LEP::EP0930,"stall for time","","","idiom","","stɔːl fɔː taɪm","","To delay.","Watch out for how I stall for time, how I think aloud.","He tried to stall for time while he thought of an excuse.","We need to stall for time until the police arrive.","C2"
AllEnglish::LEP::EP0930,"go-to solution","","","noun phrase","","ˈɡəʊ tuː səˈluːʃən","","The best solution to a problem.","Google has been the go-to solution for when you just don't know something.","Duct tape is his go-to solution for everything.","This software is the go-to solution for designers.","C1"
AllEnglish::LEP::EP0930,"trawl","","","verb","","trɔːl","","To search thoroughly.","It was crazy to actually trawl the internet ourselves looking at search results.","She trawled through the archives looking for information.","Police are trawling through hours of CCTV footage.","C2"
AllEnglish::LEP::EP0930,"universal","","","adj","","ˌjuːnɪˈvɜːsəl","","Relating to or characteristic of all people or things.","What about the more universal things that touch on the nature of the human condition?","Music is a universal language.","There is a universal desire for peace.","B2"
AllEnglish::LEP::EP0930,"touch on","","","phrasal verb","","tʌtʃ ɒn","","To mention a subject briefly.","What about the more universal things that touch on the nature of the human condition?","The report touches on the issue of climate change.","He touched on several important points in his speech.","C1"
AllEnglish::LEP::EP0930,"fart","","","verb","","fɑːt","","To release gas from the body through the bottom.","Why do I fart so much?","He farted loudly in the library.","Trying not to fart in public can be uncomfortable.","B2"
AllEnglish::LEP::EP0930,"burp","","","verb","","bɜːp","","To release gas from the body through the mouth.","Burping is when the gas comes out of your mouth.","Babies need to be burped after feeding.","He burped after drinking the soda.","B2"
AllEnglish::LEP::EP0930,"underlying","","","adj","","ˌʌndəˈlaɪɪŋ","","In the background but having an effect.","Maybe you've got some sort of underlying health condition.","We need to address the underlying causes of poverty.","There was an underlying tone of anger in his voice.","C1"
AllEnglish::LEP::EP0930,"perspiration","","","noun","","ˌpɜːspəˈreɪʃən","","The process of sweating.","Sweating is perspiration.","Perspiration ran down his forehead.","Deodorants help control perspiration.","C1"
AllEnglish::LEP::EP0930,"pores","","","noun","","pɔːz","","Tiny openings in the skin.","Sweat comes out of your pores.","Steam opens up your pores.","This cream clogs your pores.","C1"
AllEnglish::LEP::EP0930,"flush out","","","phrasal verb","","flʌʃ aʊt","","To cleanse or remove.","Maybe your body's trying to flush out some toxins from you.","Drinking water helps flush out the kidneys.","They tried to flush out the enemy soldiers.","C2"
