# References: "Coffee-Cats-Conversation_-900-Days-in-Taiwan-with-Kate-Billington-991.pdf", "P10.csv"
#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0991","applaud","verb","intransitive/transitive","/əˈplɔːd/","To show approval by clapping hands.","I couldn't hear the huge crowd of people applauding.","The audience applauded enthusiastically after the performance.","We applaud the decision to improve public transport.","","B2"
"AllEnglish::LEP::EP0991","cheer","verb","intransitive","/tʃɪər/","To give a loud shout of approval or encouragement.","The audience was clapping and cheering loudly.","The fans cheered when their team scored a goal.","Everyone cheered as the bride and groom arrived.","","B2"
"AllEnglish::LEP::EP0991","cut out","phrasal verb","intransitive","/kʌt aʊt/","To suddenly stop working (often referring to audio or engines).","Sometimes this recording platform we are using cuts out.","The engine cut out just as we were joining the motorway.","My microphone keeps cutting out during the call.","","C1"
"AllEnglish::LEP::EP0991","impression","noun","countable","/ɪmˈpreʃ.ən/","An imitation of a person or sound, usually done for entertainment.","You couldn't hear my amazing impression of a huge crowd.","He does a very funny impression of the president.","Her impression of a French accent was quite convincing.","","B2"
"AllEnglish::LEP::EP0991","orbit","verb","transitive/intransitive","/ˈɔː.bɪt/","To travel in a curved path around a much larger object.","We're on a huge planet that's spinning and orbiting the sun.","The satellite orbits the Earth every 24 hours.","The moon orbits around our planet.","","B2"
"AllEnglish::LEP::EP0991","horizon","noun","countable","/həˈraɪ.zən/","The line at which the earth's surface and the sky appear to meet.","As the planet spins, the sun disappears over the horizon.","We could see a ship appearing on the horizon.","The sun sank below the horizon, bringing darkness.","","B2"
"AllEnglish::LEP::EP0991","dig deep","idiom","","/dɪɡ diːp/","To search thoroughly or try hard to find information.","I haven't dug very deep for these facts about you.","You have to dig deep to find the real cause of the problem.","The journalist dug deep into the company's financial records.","","C1"
"AllEnglish::LEP::EP0991","thesis","noun","countable","/ˈθiː.sɪs/","A long piece of writing on a particular subject, especially for a university degree.","Did you write a thesis or a dissertation at the end of your master's?","She is currently writing her doctoral thesis on medieval history.","His thesis explores the impact of social media on youth.","","B2"
"AllEnglish::LEP::EP0991","dissertation","noun","countable","/ˌdɪs.əˈteɪ.ʃən/","A long essay on a particular subject, often for a university degree.","Did you write a dissertation at the end of that?","She spent months researching for her final year dissertation.","He handed in his dissertation two days before the deadline.","","B2"
"AllEnglish::LEP::EP0991","out of sync","idiom","","/aʊt əv sɪŋk/","Not matching or happening at the same time as something else.","The subtitles were really badly done and completely out of sync.","The audio and video on this clip are slightly out of sync.","My sleep schedule is completely out of sync after the flight.","","C1"
"AllEnglish::LEP::EP0991","augmented reality","noun","uncountable","/ɔːɡˌmen.tɪd riˈæl.ə.ti/","Technology that combines real-world imagery with computer-generated information.","They developed augmented reality glasses for the subtitles.","The game uses augmented reality to place creatures in your living room.","Augmented reality apps are becoming more common in retail.","","C1"
"AllEnglish::LEP::EP0991","tangible","adjective","","/ˈtæn.dʒə.bəl/","Real and able to be shown, touched, or experienced.","There is a really tangible result there for the students.","We need tangible evidence before making any accusations.","The company has seen a tangible improvement in sales this quarter.","","C1"
"AllEnglish::LEP::EP0991","target language","noun","countable","/ˈtɑː.ɡɪt ˈlæŋ.ɡwɪdʒ/","The language that someone is learning.","You should do something you enjoy in your target language.","Immersing yourself is the best way to acquire a target language.","The teacher strictly spoke only the target language in class.","","B2"
"AllEnglish::LEP::EP0991","at the expense of","phrase","","/ət ði ɪkˈspens əv/","In a way that harms something or someone else.","Students use a fancy word at the expense of getting the grammar right.","He built a successful career at the expense of his family life.","They achieved speed at the expense of accuracy.","","C1"
"AllEnglish::LEP::EP0991","fancy","adjective","","/ˈfæn.si/","Complex, elaborate, or unusually high quality (often used critically for language).","They will use a fancy word but the sentence is wrongly constructed.","We went to a very fancy restaurant for our anniversary.","I don't need any fancy gadgets, just a basic phone.","","B2"
"AllEnglish::LEP::EP0991","odd","adjective","","/ɒd/","Strange or unexpected.","It is just such an odd way to describe leveling up your English.","There was an odd smell coming from the kitchen.","It's odd that he hasn't called me back yet.","","B2"
"AllEnglish::LEP::EP0991","level up","phrasal verb","transitive/intransitive","/ˈlev.əl ʌp/","To improve or advance to a higher standard or level.","It's an odd way to describe leveling up your English.","I need to level up my coding skills if I want that promotion.","In this video game, you need to defeat bosses to level up.","","B2"
"AllEnglish::LEP::EP0991","literary","adjective","","/ˈlɪt.ər.ər.i/","Connected with literature; using elevated or formal language.","Converting common phrases to much more literary phrases.","She has a very literary style of writing.","The festival celebrates both literary and artistic achievements.","","B2"
"AllEnglish::LEP::EP0991","mindset","noun","countable","/ˈmaɪnd.set/","A person's way of thinking and their opinions.","I just hadn't really been in that mindset for comedy.","You need to adopt a positive mindset to overcome these challenges.","The company is trying to change the traditional mindset of its employees.","","B2"
"AllEnglish::LEP::EP0991","tricky","adjective","","/ˈtrɪk.i/","Difficult to deal with or do.","Improvising your way through it in Chinese is tricky.","That's a tricky question to answer without more context.","The lock on this door is a bit tricky to open.","","B2"
"AllEnglish::LEP::EP0991","master","verb","transitive","/ˈmɑː.stər/","To learn how to do something well.","Those people can absolutely master the language of the new country.","It takes years of practice to master playing the violin.","She quickly mastered the art of French cooking.","","C1"
"AllEnglish::LEP::EP0991","extrinsic","adjective","","/ekˈstrɪn.zɪk/","Coming from outside, or not related to something's true nature.","Living in a country where you need the language provides extrinsic motivation.","Extrinsic rewards like bonuses can increase productivity.","We shouldn't rely solely on extrinsic factors for happiness.","","C2"
"AllEnglish::LEP::EP0991","intrinsic","adjective","","/ɪnˈtrɪn.zɪk/","Being an extremely important and basic characteristic of a person or thing.","It's more of an external motivation rather than intrinsic.","Math is an intrinsic part of the school curriculum.","She has an intrinsic desire to learn and grow.","","C2"
"AllEnglish::LEP::EP0991","resent","verb","transitive","/rɪˈzent/","To feel angry because you have been forced to accept someone or something that you do not like.","It would be more of a struggle if you sort of resent it.","He resented having to explain his work to the new manager.","She bitterly resents the fact that she was overlooked for promotion.","","C1"
"AllEnglish::LEP::EP0991","studio apartment","noun","countable","/ˈstjuː.di.əʊ əˌpɑːt.mənt/","A small apartment designed to be lived in by one or two people, usually with one large room.","There are a lot of studio apartments where you wouldn't have a kitchen.","He rented a small studio apartment in the center of Paris.","Studio apartments are often more affordable for students.","","B2"
"AllEnglish::LEP::EP0991","hot plate","noun","countable","/ˈhɒt ˌpleɪt/","A small portable device with a flat surface for cooking food.","You would just have a fridge and maybe a hot plate to boil water.","We cooked our meals on a small electric hot plate in the dorm.","The soup was kept warm on a hot plate in the dining hall.","","B2"
"AllEnglish::LEP::EP0991","mince","verb","transitive","/mɪns/","To cut food, especially meat, into very small pieces.","Minced meat is meat that has been cut into very small pieces.","Mince the garlic and fry it in olive oil until golden.","The recipe calls for finely minced onions.","","C1"
"AllEnglish::LEP::EP0991","preserve","verb","transitive","/prɪˈzɜːv/","To treat food in a particular way so that it can be kept for a long time without going bad.","Drying fruit is a good way to preserve it.","They use traditional methods to preserve the fish for winter.","Adding sugar helps to preserve the fruit in the jam.","","B2"
"AllEnglish::LEP::EP0991","humid","adjective","","/ˈhjuː.mɪd/","Containing extremely small drops of water in the air.","It is very popular here in Taiwan where it is very humid.","New York is very hot and humid in the summer.","The climate in the jungle is incredibly warm and humid.","","B2"
"AllEnglish::LEP::EP0991","go off","phrasal verb","intransitive","/ɡəʊ ɒf/","To become not good to eat or drink because it is too old.","There is nothing in the pie that is going to go off.","The milk will go off if you leave it out of the fridge.","I think this meat has gone off because it smells terrible.","","C1"
"AllEnglish::LEP::EP0991","marinate","verb","transitive/intransitive","/ˈmær.ɪ.neɪt/","To pour a marinade over meat or fish; to be left in a marinade.","I let the fruit mixture marinate before making the pies.","You should marinate the chicken overnight for the best flavor.","The tofu is marinating in a soy and ginger sauce.","","C1"
"AllEnglish::LEP::EP0991","retain","verb","transitive","/rɪˈteɪn/","To keep or continue to have something.","We talked about the physics of why a round mug retains the heat.","The soil here is too sandy to retain much water.","He struggled to retain control of the company.","","C1"
"AllEnglish::LEP::EP0991","have a stab at","idiom","","/hæv ə stæb ət/","To attempt to do something although you are not likely to be very successful.","We are not physicists, but we had a stab at it.","I've never baked a cake before, but I'll have a stab at it.","He decided to have a stab at solving the complex math problem.","","C2"
"AllEnglish::LEP::EP0991","spectrum","noun","countable","/ˈspek.trəm/","A range of different positions, opinions, etc. between two extreme points.","People on the other side of the political spectrum from her party.","He has support from across the entire political spectrum.","A wide spectrum of opinions was represented at the meeting.","","C1"
"AllEnglish::LEP::EP0991","injustice","noun","uncountable/countable","/ɪnˈdʒʌs.tɪs/","A situation in which there is no fairness and people are not treated equally.","You should be aware of the different types of injustice that exist in the world.","They are campaigning against social injustice.","The documentary exposed the injustices of the prison system.","","C1"
"AllEnglish::LEP::EP0991","discriminate","verb","intransitive","/dɪˈskrɪm.ɪ.neɪt/","To treat a person or group differently, often in a worse way than others.","You should notice when somebody is being discriminated against.","It is illegal for employers to discriminate on the basis of age.","The law prevents landlords from discriminating against potential tenants.","","C1"
"AllEnglish::LEP::EP0991","mock","verb","transitive","/mɒk/","To laugh at someone, often by copying them in a funny but unkind way.","She got mocked a lot for this quote where she blamed all the problems on the Wokerati.","They were mocking him because of his unusual accent.","It's cruel to mock someone who is struggling.","","C1"
"AllEnglish::LEP::EP0991","left-leaning","adjective","","/left ˈliː.nɪŋ/","Having political beliefs that are similar to those of the left wing.","The Guardian is a left-leaning newspaper.","He grew up in a left-leaning intellectual family.","The city has always been heavily left-leaning in elections.","","C1"
"AllEnglish::LEP::EP0991","preachy","adjective","informal","/ˈpriː.tʃi/","Trying too much to persuade people to accept a particular opinion.","Vegans have a reputation for being quite preachy.","I found the movie's moral message a bit too preachy.","He gave a preachy speech about the importance of hard work.","","C2"
"AllEnglish::LEP::EP0991","peek","verb","intransitive","/piːk/","To look, especially for a short time or while trying to avoid being seen.","It looks like a little cat peeking over the top of the mug.","She peeked through the curtain to see who was outside.","Close your eyes and don't peek until I tell you!","","C1"
"AllEnglish::LEP::EP0991","inhabit","verb","transitive","/ɪnˈhæb.ɪt/","To live in a place.","The village is mostly inhabited by cats now.","These remote islands are inhabited only by birds.","Different species of monkeys inhabit the forest canopy.","","C1"
"AllEnglish::LEP::EP0991","borrower","noun","countable","/ˈbɒr.əʊ.ər/","Someone who borrows something; (in the context) a fictional tiny person who secretly takes small objects.","The Borrowers are a family of tiny people who secretly live in houses.","The bank offers low interest rates for first-time borrowers.","As a borrower, you must agree to the repayment terms.","","B2"
"AllEnglish::LEP::EP0991","spotlessly","adverb","","/ˈspɒt.ləs.li/","In a way that is completely clean.","The MRT in Taiwan is spotlessly clean.","The kitchen was spotlessly clean and very organized.","He always wears spotlessly white shirts to work.","","C1"
"AllEnglish::LEP::EP0991","affordable","adjective","","/əˈfɔː.də.bəl/","Not expensive.","The Metro in Taipei is spotlessly clean and very affordable.","We are looking for an affordable apartment in the city center.","The company offers affordable health insurance plans for employees.","","B2"
"AllEnglish::LEP::EP0991","out and about","phrase","informal","/aʊt ænd əˈbaʊt/","Active; doing the things you usually do, especially after being ill, or simply being outside.","If you're out and about in Paris and looking for a toilet, it's a nightmare.","She is feeling much better and is finally out and about.","I love walking the dog and being out and about early in the morning.","","C1"
"AllEnglish::LEP::EP0991","go down well","idiom","","/ɡəʊ daʊn wel/","To be received or accepted favorably by someone.","Cycling on the pavement wouldn't go down well in Paris.","His joke didn't go down well with the audience.","The new policy seems to be going down well with the staff.","","C2"
"AllEnglish::LEP::EP0991","divisive","adjective","","/dɪˈvaɪ.sɪv/","Used to describe something that causes great and sometimes unfriendly disagreement within a group of people.","Cycling in Paris is like the big divisive issue these days.","The proposed tax cuts have been highly divisive among politicians.","It was a divisive topic that split the community in two.","","C1"
"AllEnglish::LEP::EP0991","jump the lights","idiom","","/dʒʌmp ðə laɪts/","To drive or cycle through a red traffic light without stopping.","The cyclists jump the red lights constantly in the city.","He was fined for jumping the lights at the busy intersection.","Jumping the lights is incredibly dangerous and illegal.","","C2"
