#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0988","hype","noun","uncountable","/haÉªp/","Intensive or exaggerated publicity or sales promotion.","Al: Genius or just hype?","This is usually because of hype or speculation.","There's been a lot of hype into what Al can do.","C1"
"AllEnglish::LEP::EP0988","burst","verb","irregular verb","/bÉœËst/","To break open or fly apart suddenly.","Is the Al bubble bursting?","Eventually the soapy skin of the bubble bursts.","The water pipe burst and flooded the room.","B2"
"AllEnglish::LEP::EP0988","literal","adjective","","/ËˆlÉªt(É™)rÉ™l/","Taking words in their usual or most basic sense.","Let me just describe the literal meaning of a bubble.","His interpretation of the poem was too literal.","The literal translation makes no sense.","C1"
"AllEnglish::LEP::EP0988","metaphorical","adjective","","/ËŒmetÉ™ËˆfÉ’rÉªk(É™)l/","Relating to a metaphor; figurative.","The metaphorical meaning of the word bubble.","She used a metaphorical expression.","The walls between us are purely metaphorical.","C1"
"AllEnglish::LEP::EP0988","inflate","verb","","/ÉªnËˆfleÉªt/","To fill with air or gas so as to expand.","You inflate the balloons.","The value of that thing rises very quickly; it inflates.","He inflated the tires on his bike.","B2"
"AllEnglish::LEP::EP0988","speculation","noun","uncountable","/ËŒspekjÊŠËˆleÉªÊƒ(É™)n/","Investment with risk of loss but hope of gain.","This is usually because of hype or speculation.","Speculation in the housing market drove prices up.","The rumors are just pure speculation.","C1"
"AllEnglish::LEP::EP0988","self-reinforcing","adjective","","/self-ËŒriËÉªnËˆfÉ”ËsÉªÅ‹/","Strengthening itself automatically.","This creates a self-reinforcing cycle.","The self-reinforcing nature of the bubble makes it grow.","It becomes a self-reinforcing loop of positive feedback.","C2"
"AllEnglish::LEP::EP0988","exaggerated","adjective","participle adjective","/ÉªÉ¡ËˆzÃ¦dÊ’É™reÉªtÉªd/","Represented as larger or better than in reality.","Are these predictions really true, or are they just exaggerated?","The value of this thing has been exaggerated.","He made exaggerated claims about his wealth.","B2"
"AllEnglish::LEP::EP0988","collapse","verb","","/kÉ™ËˆlÃ¦ps/","To fall down or give way suddenly.","The market collapses.","The system collapses and the bubble bursts.","The building collapsed in the earthquake.","B2"
"AllEnglish::LEP::EP0988","dramatically","adverb","","/drÉ™ËˆmÃ¦tÉªk(É™)li/","By a strikingly large amount or to a greatly sudden extent.","Sometimes prices fall dramatically.","Sales have increased dramatically this year.","The landscape changed dramatically.","B2"
"AllEnglish::LEP::EP0988","viable","adjective","","/ËˆvaÉªÉ™b(É™)l/","Capable of working successfully; feasible.","Start-up companies had no actual viable business model.","We need to find a viable alternative to fossil fuels.","Is it a viable long-term solution?","C1"
"AllEnglish::LEP::EP0988","pour money into","phrase","idiom","/pÉ”Ë ËˆmÊŒni ËˆÉªntÊŠ/","To invest large amounts of money in something.","Investors poured money into any company with dot-com in the name.","They poured millions into the new project.","The government is pouring money into education.","C1"
"AllEnglish::LEP::EP0988","regardless of","preposition","phrase","/rÉªËˆÉ¡É‘ËdlÉ™s É’v/","Without paying attention to the present situation; despite.","Regardless of whether the company actually made a profit.","I will go regardless of the weather.","He continued speaking regardless of the interruption.","B2"
"AllEnglish::LEP::EP0988","profound","adjective","","/prÉ™ËˆfaÊŠnd/","Very great or intense; having or showing great knowledge.","The profound changes that Al is going to bring about.","The technology will have a profound impact.","He made a very profound statement.","C1"
"AllEnglish::LEP::EP0988","bring about","phrasal verb","separable","/brÉªÅ‹ É™ËˆbaÊŠt/","To cause something to happen.","The changes that Al is going to bring about in human society.","The new management brought about several changes.","We hope to bring about a peaceful resolution.","B2"
"AllEnglish::LEP::EP0988","outlandish","adjective","","/aÊŠtËˆlÃ¦ndÉªÊƒ/","Looking or sounding bizarre or unfamiliar.","Are these outlandish predictions really true?","He wore an outlandish outfit to the party.","They made some outlandish claims during the debate.","C2"
"AllEnglish::LEP::EP0988","forefront","noun","singular","/ËˆfÉ”ËfrÊŒnt/","The leading or most important position or place.","It brought all of this to the forefront.","She is at the forefront of medical research.","The issue is now at the forefront of the political agenda.","C1"
"AllEnglish::LEP::EP0988","synopsis","noun","countable","/sÉªËˆnÉ’psÉªs/","A brief summary or general survey of something.","It gives you an Al synopsis before you get your search results.","He read a brief synopsis of the book.","The meeting began with a synopsis of the project.","C1"
"AllEnglish::LEP::EP0988","mouthful","noun","countable","/ËˆmaÊŠÎ¸fÊŠl/","A word or phrase that is long and difficult to say.","ChatGPT is a terrible name because it's a real mouthful.","The technical term is a bit of a mouthful.","He took a large mouthful of water.","C1"
"AllEnglish::LEP::EP0988","astronomical","adjective","","/ËŒÃ¦strÉ™ËˆnÉ’mÉªk(É™)l/","Extremely large.","There's huge, astronomical amounts of money being thrown around.","The cost of the house was astronomical.","They made an astronomical profit.","C1"
"AllEnglish::LEP::EP0988","phenomenal","adjective","","/fÉªËˆnÉ’mÉªn(É™)l/","Very remarkable; extraordinary.","It all costs a phenomenal amount of money.","The success of the game was phenomenal.","He has a phenomenal memory.","C1"
"AllEnglish::LEP::EP0988","return on investment","noun","phrase","/rÉªËˆtÉœËn É’n ÉªnËˆvestmÉ™nt/","The profit from an activity compared with the amount invested.","People are not seeing a huge return on their investment.","The return on investment has been disappointing.","We expect a high return on investment within two years.","C1"
"AllEnglish::LEP::EP0988","eerie","adjective","","/ËˆÉªÉ™ri/","Strange and frightening.","I find it quite eerie.","There was an eerie silence in the old house.","The Al generated image had an eerie quality.","C1"
"AllEnglish::LEP::EP0988","otherworldly","adjective","","/ËŒÊŒÃ°É™ËˆwÉœËldli/","Relating to an imaginary or spiritual world.","I find it very otherworldly and strange.","The music has an otherworldly beauty.","The landscape looked entirely otherworldly.","C2"
"AllEnglish::LEP::EP0988","shoddy","adjective","","/ËˆÊƒÉ’di/","Badly made or done.","Really badly put together, really shoddy.","We won't accept shoddy workmanship.","The goods were of shoddy quality.","C1"
