#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP0570","take the piss","","","idiom","slang","teɪk ðə pɪs","","To mock someone or make fun of them; to tease.","English lads take the piss out of each other mercilessly.","Are you taking the piss?","He was taking the piss out of my haircut.","C1"
"AllEnglish::LEP::EP0570","mercilessly","","","adverb","","ˈmɜːsɪləsli","","Without pity or remorse.","They're going to take the piss out of me mercilessly.","The sun beat down mercilessly on the desert.","He was teased mercilessly at school.","C1"
"AllEnglish::LEP::EP0570","get to grips with","","","idiom","","gɛt tuː grɪps wɪð","","To begin to understand or deal with something difficult.","It's something you have to get to grips with.","I'm finally getting to grips with the new software.","The government needs to get to grips with the housing crisis.","C1"
"AllEnglish::LEP::EP0570","take the Mickey","","","idiom","slang","teɪk ðə ˈmɪki","","To tease or make fun of someone (milder than 'take the piss').","They just took the Mickey out of me on a daily basis.","Stop taking the Mickey!","He's always taking the Mickey out of his brother.","C1"
"AllEnglish::LEP::EP0570","lenient","","","adjective","","ˈliːniənt","","Not strict; tolerant.","The teachers would ask me simpler questions; they were lenient.","The judge was lenient with the first-time offender.","My parents were quite lenient about my grades.","B2"
"AllEnglish::LEP::EP0570","pinpoint","","","verb","","ˈpɪnpɔɪnt","","To find or identify with great accuracy or precision.","It's hard to pinpoint exactly when I started teaching.","They were unable to pinpoint the cause of the fire.","Can you pinpoint the location on the map?","C1"
"AllEnglish::LEP::EP0570","blurred","","","adjective","","blɜːd","","Not clear or distinct; hazy.","This memory is kind of blurred for me.","The photo is a bit blurred.","The line between work and play has become blurred.","B2"
"AllEnglish::LEP::EP0570","infamous","","","adjective","","ˈɪnfəməs","","Well known for some bad quality or deed.","The DELTA is infamous for being tough.","He was an infamous criminal.","The area is infamous for its traffic jams.","C1"
"AllEnglish::LEP::EP0570","pain in the neck","","","idiom","","peɪn ɪn ðə nɛk","","Someone or something that is very annoying.","Writing a master's degree can be a pain in the neck.","My little brother is a real pain in the neck.","Filling out these forms is a pain in the neck.","B2"
"AllEnglish::LEP::EP0570","mundane","","","adjective","","mʌnˈdeɪn","","Lacking interest or excitement; dull.","It can be a bit mundane and frustrating.","She wanted to escape her mundane life.","He complained about the mundane tasks at work.","C1"
"AllEnglish::LEP::EP0570","snowball effect","","","noun phrase","","ˈsnəʊbɔːl ɪˈfɛkt","","A situation in which something increases in size or importance at a faster and faster rate.","There is like a snowball effect, a knock-on effect.","The campaign had a snowball effect.","Her popularity grew with a snowball effect.","C2"
"AllEnglish::LEP::EP0570","knock-on effect","","","noun phrase","","nɒk ɒn ɪˈfɛkt","","A secondary, indirect, or cumulative effect.","Failing one part had a knock-on effect on the rest.","The strike had a knock-on effect on travel.","Higher oil prices have a knock-on effect on the cost of goods.","C2"
"AllEnglish::LEP::EP0570","glance","","","verb","","glɑːns","","To take a brief or hurried look.","I remember glancing over to her.","He glanced at his watch.","She glanced around the room.","B2"
"AllEnglish::LEP::EP0570","vibe","","","noun","informal","vaɪb","","A person's emotional state or the atmosphere of a place as communicated to and felt by others.","That's the general vibe that she gives you.","I got a bad vibe from him.","The restaurant has a really cool vibe.","B2"
"AllEnglish::LEP::EP0570","deflated","","","adjective","","dɪˈfleɪtɪd","","Having lost confidence or enthusiasm; disheartened.","I came out feeling good, but went back in feeling deflated.","He felt deflated after the criticism.","The team was deflated by the loss.","C1"
"AllEnglish::LEP::EP0570","sidetracked","","","adjective","","ˈsaɪdtrækt","","Distracted from a main issue or course of action.","We got sidetracked a little bit here.","Don't get sidetracked by minor details.","I got sidetracked and forgot to call you.","B2"
"AllEnglish::LEP::EP0570","palpable","","","adjective","","ˈpælpəbl","","(Of a feeling or atmosphere) so intense as to be almost touched or felt.","The discrimination is kind of palpable.","The tension in the room was palpable.","There was a palpable sense of relief.","C2"
"AllEnglish::LEP::EP0570","reputable","","","adjective","","ˈrɛpjʊtəbl","","Having a good reputation.","Charles University is quite reputable.","Buy from a reputable dealer.","She works for a reputable law firm.","C1"
