#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
AllEnglish::LEP::EP0963,"counselling","","","noun","uncountable","ˈkaʊnsəlɪŋ","","A professional form of talking therapy where a trained person helps someone explore emotions, thoughts, and behaviours.","She decided to try counselling to help her deal with the grief.","Marriage counselling can help couples resolve their conflicts.","He works in the student counselling service at the university.","B2"
AllEnglish::LEP::EP0963,"therapist","","","noun","count","ˈθɛrəpɪst","","A professional trained to help people with emotional or psychological difficulties through conversation and reflection.","My therapist helped me understand why I react that way.","Finding the right therapist is essential for making progress.","He is seeing a speech therapist as well as a psychotherapist.","B2"
AllEnglish::LEP::EP0963,"psychotherapy","","","noun","uncountable","ˌsʌɪkəʊˈθɛrəpi","","The treatment of mental disorder by psychological rather than medical means.","Psychotherapy can be a long process of self-discovery.","He is undergoing psychotherapy for his anxiety.","There are many different schools of psychotherapy.","C1"
AllEnglish::LEP::EP0963,"confidentiality","","","noun","uncountable","ˌkɒnfɪdɛnʃɪˈalɪti","","The state of keeping or being kept secret or private.","Confidentiality is a core principle of the therapeutic relationship.","The doctor assured me of complete confidentiality.","They signed a confidentiality agreement before starting the project.","C1"
AllEnglish::LEP::EP0963,"rapport","","","noun","uncountable/singular","raˈpɔː","","A close and harmonious relationship in which the people or groups concerned understand each other's feelings or ideas and communicate well.","It is vital to build rapport with your clients early on.","We established a good rapport immediately.","There was a lack of rapport between the teacher and the class.","C1"
AllEnglish::LEP::EP0963,"empathy","","","noun","uncountable","ˈɛmpəθi","","The ability to understand and share the feelings of another.","A counsellor needs a great deal of empathy.","He showed a distinct lack of empathy for her situation.","Reading novels can actually help develop empathy.","B2"
AllEnglish::LEP::EP0963,"non-judgemental","","","adj","","nɒnˌdʒʌdʒˈmɛnt(ə)l","","Avoiding moral judgements; not critical of others' views or behaviour.","The group provides a safe, non-judgemental space to talk.","I appreciate your non-judgemental attitude.","Try to be non-judgemental when listening to your friend's problems.","C1"
AllEnglish::LEP::EP0963,"safe space","","","noun phrase","count","seɪf speɪs","","A place or environment in which a person or category of people can feel confident that they will not be exposed to discrimination, criticism, harassment, or any other emotional or physical harm.","Therapy offers a safe space to explore difficult emotions.","We want this classroom to be a safe space for everyone.","She needed a safe space to retreat to after the argument.","B2"
AllEnglish::LEP::EP0963,"coping mechanism","","","noun phrase","count","ˈkəʊpɪŋ ˈmɛk(ə)nɪz(ə)m","","Strategies or behaviors people use to deal with difficult situations or emotions.","Humour is often used as a coping mechanism.","Overeating became her primary coping mechanism during stress.","We need to develop healthy coping mechanisms for anxiety.","C1"
AllEnglish::LEP::EP0963,"boundary","","","noun","count","ˈbaʊnd(ə)ri","","A limit of a subject or sphere of activity; limits set in relationships to protect one's well-being.","It is important to set healthy boundaries with your work.","She struggles with maintaining boundaries in her relationships.","The therapist must keep professional boundaries at all times.","B2"
AllEnglish::LEP::EP0963,"trauma","","","noun","count/uncount","ˈtrɔːmə","","A deeply distressing or disturbing experience; emotional shock following a stressful event.","It can take years to recover from childhood trauma.","The accident caused significant physical and mental trauma.","They are working through the trauma of the war.","C1"
AllEnglish::LEP::EP0963,"anxiety","","","noun","count/uncount","aŋˈzʌɪəti","","A feeling of worry, nervousness, or unease, typically about an imminent event or something with an uncertain outcome.","He suffers from severe social anxiety.","Meditation can help reduce anxiety levels.","There is a lot of anxiety about the future economy.","B2"
AllEnglish::LEP::EP0963,"depression","","","noun","uncountable","dɪˈprɛʃ(ə)n","","A mental condition characterized by feelings of severe despondency and dejection.","She has been battling depression for several years.","The long winter months can contribute to seasonal depression.","Clinical depression requires professional treatment.","B2"
AllEnglish::LEP::EP0963,"burnout","","","noun","uncountable","ˈbəːnaʊt","","Physical or mental collapse caused by overwork or stress.","He took a sabbatical to avoid complete burnout.","Teacher burnout is a growing problem in the profession.","Symptoms of burnout include fatigue and cynicism.","C1"
AllEnglish::LEP::EP0963,"well-being","","","noun","uncountable","wɛlˈbiːɪŋ","","The state of being comfortable, healthy, or happy.","We are concerned about the emotional well-being of the students.","Yoga contributes to a sense of physical and mental well-being.","Employers should prioritize the well-being of their staff.","B2"
AllEnglish::LEP::EP0963,"mindfulness","","","noun","uncountable","ˈmʌɪn(d)f(ʊ)lnəs","","A mental state achieved by focusing one's awareness on the present moment.","Mindfulness exercises can help reduce stress.","He practices mindfulness meditation every morning.","The app teaches mindfulness techniques for daily life.","C1"
