#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P07,will for future facts,8f4e1a2b,1,grammar,,/wɪl fɔː ˈfjuːtʃə fækts/,,"Using 'will' to express certain future events","The sun will rise tomorrow","He will never change his mind","This will be a great year",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,will for promises,9d2c3b4a,2,grammar,,/wɪl fɔː ˈprɒmɪsɪz/,,"Using 'will' to make promises","I'll give it back tomorrow","We will help you move","I will never forget this",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,will for predictions,7e5f8d2c,3,grammar,,/wɪl fɔː prɪˈdɪkʃənz/,,"Using 'will' to make predictions about the future","I think it will rain later","They will probably win","The economy will improve",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,going to for plans,6a9b0c3d,4,grammar,,/ˈɡəʊɪŋ tuː fɔː plænz/,,"Using 'going to' to express future plans","We're going to visit Paris","I'm going to study medicine","They're going to move house",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,present continuous for plans,5d7e2f1a,5,grammar,,/ˈprezənt kənˈtɪnjuəs fɔː plænz/,,"Using present continuous for future arrangements","I'm meeting John tomorrow","We're having dinner later","She's flying to London next week",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be rid of,4b8c1d2e,6,phrasal verb,,/bi rɪd əv/,,"To be free from something unwanted","He will never be rid of it","I want to be rid of this problem","They can't be rid of the responsibility",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,stay someone's hand,3a6b9c1d,7,idiom,,/steɪ ˈsʌmwʌnz hænd/,,"To prevent someone from taking action","Pity stayed his hand","Fear stayed her hand","Wisdom stayed their hand",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,deal out,2c4d7e8f,8,phrasal verb,,/diːl aʊt/,,"To distribute or give","Don't deal out blame","She dealt out the cards","They deal out punishment",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,eager to,1b2c3d4e,9,adjective + infinitive,,/ˈiːɡə tuː/,,"Keen or anxious to do something","I'm eager to learn","She's eager to help","They're eager to start",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,may rule,0a1b2c3d,10,modal verb,,/meɪ ruːl/,,"Expressing possibility","This may rule our future","It may rule out that option","The weather may rule our plans",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be meant to,9e8d7c6b,11,modal expression,,/bi ment tuː/,,"To be destined or supposed to","You were meant to be here","This was meant to happen","We're meant to meet",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,wish + past simple,8f7e6d5c,12,grammar,,/wɪʃ pɑːst ˈsɪmpl/,,"Expressing regret about present situation","I wish I knew","I wish you were here","I wish it wasn't raining",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,wish + past perfect,7d6e5f4c,13,grammar,,/wɪʃ pɑːst ˈpɜːfekt/,,"Expressing regret about past events","I wish I had studied","I wish I hadn't said that","I wish you had told me",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,present perfect continuous,6c5d4e3b,14,grammar,,/ˈprezənt ˈpɜːfekt kənˈtɪnjuəs/,,"Action continuing from past to present","He's been following us","I've been working","They've been waiting",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,past simple vs past perfect,5b4c3d2a,15,grammar,,/pɑːst ˈsɪmpl vs pɑːst ˈpɜːfekt/,,"Comparing two past actions","When I arrived, he had left","She called after I had eaten","They had finished before we came",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,passive voice past simple,4a3b2c1d,16,grammar,,/ˈpæsɪv vɔɪs pɑːst ˈsɪmpl/,,"Action done to subject in past","He was called Smeagol","The ring was found","The letter was sent",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,it's a pity that,3e2d1c0b,17,expression,,/ɪts ə ˈpɪti ðæt/,,"Expressing regret or disappointment","It's a pity that you can't come","It's a pity that it rained","It's a pity that we missed it",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,what a pity,2d1c0b9a,18,expression,,/wɒt ə ˈpɪti/,,"Expressing regret or disappointment","What a pity you can't join us","What a pity about the weather","What a pity they cancelled",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,take pity on,1c0b9a8d,19,phrasal verb,,/teɪk ˈpɪti ɒn/,,"To feel sorry for and help someone","They took pity on the stray cat","She took pity on me","We took pity on them",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,pity (verb),0b9a8d7e,20,verb,,/ˈpɪti/,,"To feel sorry for someone","I pity those who never try","Don't pity yourself","She pitied the poor animal",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,present simple for facts,1a2b3c4d,21,grammar,,/ˈprezənt ˈsɪmpl fɔː fækts/,,"Using present simple for general truths","He hates and loves the ring","The sun rises in the east","Water boils at 100 degrees",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,used to be called,2b3c4d5e,22,grammar,,/juːst tuː bi kɔːld/,,"Past state that is no longer true","He used to be called John","This used to be called New Amsterdam","She used to be called by her nickname",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be called,3c4d5e6f,23,passive voice,,/bi kɔːld/,,"To have a particular name","He is called Peter","The baby was called Emma","What are you called?",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,drive someone mad,4d5e6f7g,24,idiom,,/draɪv ˈsʌmwʌn mæd/,,"To make someone crazy or very angry","The noise drove me mad","This problem is driving her mad","The waiting drove them mad",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,have the chance,5e6f7g8h,25,expression,,/hæv ðə tʃɑːns/,,"To have the opportunity","When you have the chance","I didn't have the chance","If you have the chance",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,deserve to,6f7g8h9i,26,verb,,/dɪˈzɜːv tuː/,,"To be worthy of something","They deserve to win","She deserves to be happy","You deserve to know",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,deal out death,7g8h9i0j,27,expression,,/diːl aʊt deθ/,,"To cause or bring about death","Don't deal out death","They dealt out death","Dealing out death and destruction",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,cannot see all ends,8h9i0j1k,28,expression,,/ˈkænɒt siː ɔːl endz/,,"Unable to predict all outcomes","Even the wise cannot see all ends","We cannot see all ends","Nobody can see all ends",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,have some part to play,9i0j1k2l,29,expression,,/hæv sʌm pɑːt tuː pleɪ/,,"To have a role in future events","You have some part to play","Everyone has some part to play","She has some part to play",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,for good or ill,0j1k2l3m,30,expression,,/fɔː ɡʊd ɔːr ɪl/,,"Whether the result is positive or negative","It will affect us for good or ill","Changes come for good or ill","The decision, for good or ill",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be given to us,1k2l3m4n,31,passive voice,,/bi ˈɡɪvən tuː ʌs/,,"To receive or be allocated something","Time that is given to us","Opportunities that are given to us","The tasks that are given to us",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,other forces at work,2l3m4n5o,32,expression,,/ˈʌðə ˈfɔːsɪz æt wɜːk/,,"Other factors influencing a situation","There are other forces at work","Other forces at work in the economy","Consider other forces at work",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be stuck behind,3m4n5o6p,33,phrasal verb,,/bi stʌk bɪˈhaɪnd/,,"To be trapped or lodged behind something","It's stuck behind the sofa","The key was stuck behind the drawer","My phone is stuck behind the bed",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,fall out of,4n5o6p7q,34,phrasal verb,,/fɔːl aʊt əv/,,"To drop or come out of something","It fell out of my pocket","The letter fell out of the book","Money fell out of his wallet",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,become lodged,5o6p7q8r,35,verb phrase,,/bɪˈkʌm lɒdʒd/,,"To become stuck firmly in place","The coin became lodged in the machine","Something became lodged in his throat","It became lodged between the seats",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,go sticky,6p7q8r9s,36,verb phrase,,/ɡəʊ ˈstɪki/,,"To become adhesive or tacky","The candy went sticky","The glue went sticky","The tape went sticky",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,beg someone for,7q8r9s0t,37,verb phrase,,/beɡ ˈsʌmwʌn fɔː/,,"To ask someone earnestly for something","I begged him for help","She begged for more time","They begged for mercy",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,instead of + gerund,8r9s0t1u,38,grammar,,/ɪnˈsted əv ˈdʒɜːrʌnd/,,"Expressing alternative actions","Instead of working","Instead of going out","Instead of studying",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,drop something down,9s0t1u2v,39,phrasal verb,,/drɒp ˈsʌmθɪŋ daʊn/,,"To accidentally let something fall","I dropped it down the stairs","She dropped her phone down","He dropped the keys down",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,not be sure,0t1u2v3w,40,expression,,/nɒt bi ʃʊə/,,"To be uncertain","I'm not sure about this","He's not sure what happened","They're not sure where to go",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,deserve something,1u2v3w4x,41,verb phrase,,/dɪˈzɜːv ˈsʌmθɪŋ/,,"To be worthy of receiving something","You deserve better","They deserve respect","She deserves recognition",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,could + verb,2v3w4x5y,42,modal verb,,/kʊd vɜːb/,,"Expressing possibility","This could work","It could rain","They could win",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,wish + would,3w4x5y6z,43,grammar,,/wɪʃ wʊd/,,"Expressing desire for change in others' behavior","I wish you would listen","I wish it would stop raining","I wish they would hurry",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,so do all,4x5y6z7a,44,expression,,/səʊ duː ɔːl/,,"Expressing agreement or shared experience","So do all who face this","So do all who try","So do all who wait",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be for someone to,5y6z7a8b,45,expression,,/bi fɔː ˈsʌmwʌn tuː/,,"Indicating responsibility or decision","It's for you to decide","That's for them to choose","It's for us to determine",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be at work,6z7a8b9c,46,idiom,,/bi æt wɜːk/,,"To be active or operating","Forces are at work","Change is at work","Nature is at work",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,besides + noun,7a8b9c0d,47,preposition,,/bɪˈsaɪdz naʊn/,,"In addition to something","Besides the obvious","Besides the cost","Besides the weather",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,encouraging thought,8b9c0d1e,48,noun phrase,,/ɪnˈkʌrɪdʒɪŋ θɔːt/,,"Positive or hopeful idea","That's an encouraging thought","She had an encouraging thought","Share encouraging thoughts",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,have been + gerund,9c0d1e2f,49,grammar,,/hæv biːn ˈdʒɜːrʌnd/,,"Present perfect continuous","I have been waiting","She has been working","They have been studying",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be going to + verb,0d1e2f3g,50,grammar,,/bi ˈɡəʊɪŋ tuː vɜːb/,,"Future intention or plan","I'm going to study","She's going to travel","They're going to move",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,present perfect for experience,1e2f3g4h,51,grammar,,/ˈprezənt ˈpɜːfekt fɔːr ɪkˈspɪriəns/,,"Using present perfect for life experiences","I've visited Paris","She's never tried sushi","They've lived abroad",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,past perfect for earlier past,2f3g4h5i,52,grammar,,/pɑːst ˈpɜːfekt fɔːr ˈɜːliə pɑːst/,,"Using past perfect for actions before another past event","I had finished before you called","She had left when I arrived","They had eaten when we got there",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,for + time period,3g4h5i6j,53,grammar,,/fɔː taɪm ˈpɪriəd/,,"Duration of an action","For three hours","For a week","For many years",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,since + point in time,4h5i6j7k,54,grammar,,/sɪns pɔɪnt ɪn taɪm/,,"Starting point of an action","Since Monday","Since 1999","Since breakfast",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,help with something,5i6j7k8l,55,verb phrase,,/help wɪð ˈsʌmθɪŋ/,,"To assist or aid with something","Help with homework","Help with moving","Help with the problem",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,never forget,6j7k8l9m,56,verb phrase,,/ˈnevə fəˈɡet/,,"To always remember","I'll never forget this","Never forget where you came from","She'll never forget that day",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,get stuck in,7k8l9m0n,57,phrasal verb,,/ɡet stʌk ɪn/,,"To become involved enthusiastically","Get stuck in to the work","Let's get stuck in","They got stuck in immediately",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,be allowed to,8l9m0n1o,58,modal expression,,/bi əˈlaʊd tuː/,,"To have permission","You're allowed to leave","We're not allowed to enter","They're allowed to stay",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,wish + could,9m0n1o2p,59,grammar,,/wɪʃ kʊd/,,"Expressing desire for ability","I wish I could help","I wish I could fly","I wish I could speak French",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,keep doing something,0n1o2p3q,60,verb pattern,,/kiːp ˈduːɪŋ ˈsʌmθɪŋ/,,"Continue an action","Keep working","Keep trying","Keep practicing",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,used to + verb,1o2p3q4r,61,grammar,,/juːst tuː vɜːb/,,"Past habitual actions","I used to live there","She used to study French","They used to work together",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,would + verb,2p3q4r5s,62,grammar,,/wʊd vɜːb/,,"Past habitual actions","He would visit often","She would always smile","They would play games",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,must have + past participle,3q4r5s6t,63,grammar,,/mʌst hæv pɑːst pɑːˈtɪsɪpl/,,"Past deduction","It must have rained","She must have left","They must have forgotten",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,can't have + past participle,4r5s6t7u,64,grammar,,/kɑːnt hæv pɑːst pɑːˈtɪsɪpl/,,"Past negative deduction","It can't have been easy","She can't have known","They can't have finished",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,might have + past participle,5s6t7u8v,65,grammar,,/maɪt hæv pɑːst pɑːˈtɪsɪpl/,,"Past possibility","It might have worked","She might have seen it","They might have gone",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,should have + past participle,6t7u8v9w,66,grammar,,/ʃʊd hæv pɑːst pɑːˈtɪsɪpl/,,"Past obligation or advice","I should have called","You should have studied","They should have waited",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,despite + noun,7u8v9w0x,67,preposition,,/dɪˈspaɪt naʊn/,,"In spite of something","Despite the rain","Despite the difficulties","Despite the cost",LEP-English::2022.06.01 LEP-English::P07
